"Lot","mtemp","sdtemp","unc_temp_CRR"
1,5.04242878387623,0.107451977867979,0.3314
2,6.18548591676065,2.74107541664716,0.3309
3,1.39264114878221,0.848572180265474,0.3337
4,3.86147522904796,0.264707182246314,0.3395
5,3.50870985520712,1.26717426023205,0.3357
6,4.48757600917804,0.673009010549463,0.3332
7,2.21364592406835,1.80971041355598,0.3241
8,3.26845540534252,0.076306986945728,0.3389
9,3.27858388785906,0.746055592058531,0.3364
10,5.10245743381207,0.275791595437818,0.3331
11,4.34897381422521,0.205436233821888,0.3354
12,5.56864745515603,0.00488618815522981,0.3367
13,9.85244083539147,0.0275534812262591,0.3401
14,7.09783440293832,1.07162122135296,0.3264
15,5.52927994205985,1.81847163837655,0.3394
16,3.28744598980904,0.00255873941923478,0.3353
17,6.50957302336181,0.0381185686950728,0.323
18,1.60688766725275,3.51724977337711,0.3251
19,7.90625635357124,0.164579734200786,0.3363
20,2.77875589603978,0.000958269834814259,0.3297
21,6.07850171505397,0.0861647218513071,0.3345
22,6.6876721185128,0.0689327323778112,0.3385
23,3.07686075978919,0.226645420451378,0.3316
24,7.33827433206103,1.18510107083407,0.3319
25,3.82189753382188,0.53525828995528,0.3372
26,0.651127010494526,0.0796178983479911,0.3255
27,5.50602063610594,0.843760115799418,0.3317
28,2.81358922437199,0.175793197344142,0.3258
29,3.70711702763085,0.157756444880622,0.334
30,6.74426990769072,0.685940114494026,0.3382
31,6.44281899547213,1.58194197748831,0.3321
32,6.25070595909339,0.17731231781933,0.3364
33,4.44346459308741,0.874893706631306,0.3353
34,5.14052031628517,0.229749337817235,0.333
35,4.94182896488328,0.307267816791756,0.3319
36,5.03256711502027,0.10665047536069,0.3375
37,0.902711086616075,0.819239708775221,0.3333
38,2.94755586266832,0.550944743389061,0.3389
39,1.30376971239085,0.508623308633139,0.3326
40,3.03534182891182,1.71801160267164,0.3394
41,3.30085930405393,1.99146453877706,0.3322
42,6.82537353653311,0.105992821304748,0.3365
43,5.64714441252953,0.404120767136247,0.328
44,4.17408300363054,0.0554402165681296,0.3359
45,-0.39836338907885,0.523475253586844,0.3162
46,4.78580958856544,0.121545353661144,0.3334
47,4.90482952521219,0.0040529057482658,0.3348
48,1.86008736259617,1.55493898703596,0.3262
49,8.14622378959395,0.54457090823642,0.3312
50,4.38969030639994,0.644906976084868,0.3334
51,6.7226874722534,0.463787216227161,0.3383
52,4.40425023495413,0.161026513603785,0.3281
53,6.36405296547291,1.44318402125995,0.328
54,2.85358705815059,0.429804843690626,0.3276
55,2.56098111284078,0.713340772303952,0.3344
56,-0.210891623582388,0.488206197564062,0.3251
57,6.01317345204966,0.295347345083373,0.3322
58,5.81378228867315,0.46783530634073,0.3328
59,4.84975272541381,3.07298964936367,0.3383
60,7.13385137076377,1.34749682632346,0.3421
61,2.10914816255116,3.27575658327185,0.3202
62,3.46939031377628,0.00830729042078086,0.3275
63,5.72533386711471,0.00904332643797296,0.3409
64,5.29743082115588,1.39347347545451,0.3328
65,0.960072435932641,2.54219186672809,0.3165
66,1.45114654336323,0.432536288959659,0.3259
67,2.92501637537127,0.0163959846579239,0.336
68,2.32712025977131,0.759716930423225,0.3333
69,5.38251994188115,0.00117645150323183,0.3427
70,3.34198738597786,1.31606464985657,0.338
71,3.62058425431098,0.166846494348666,0.3372
72,1.49635513790887,0.11434766344163,0.326
73,5.35940155396715,0.927257487899871,0.3336
74,4.8279122658382,1.78121319912004,0.3203
75,2.8323431628775,0.0208718431278686,0.3246
76,4.7205043477007,0.676208835367126,0.3307
77,6.72000693352654,0.140271195288194,0.3362
78,6.64238478103275,0.228507720688169,0.334
79,5.16556824731886,2.10119846221651,0.3351
80,5.00591796941243,0.360286593276506,0.3376
81,5.63293895238124,0.668965596241678,0.3367
82,4.93530310953305,2.25360396261196,0.334
83,2.48189338854628,0.0359545751297,0.3328
84,5.59957252690195,0.00449660098457367,0.337
85,7.91996563979623,1.47306715294669,0.3337
86,9.40730624110311,2.37724590735405,0.3439
87,2.61020076898654,0.559945606732615,0.3262
88,4.48434987481522,0.220680294840309,0.3329
89,3.7247988478437,1.23903060253,0.3293
90,5.8981646095455,0.0541591185526654,0.3345
91,5.47873976865557,0.0295136738271079,0.3294
92,7.20632997542033,1.11679371142579,0.3326
93,4.68231681319086,0.655449612855205,0.3385
94,5.69824784224154,0.422296758582582,0.3342
95,2.78862715757345,0.790297124805247,0.325
96,6.99721912384504,0.0419578548131519,0.331
97,6.06591376026219,2.76087931095591,0.3373
98,7.33228530377878,1.10178895710697,0.3266
99,6.34619664743993,0.440945555494484,0.3339
100,4.60025350978868,0.0878874118296352,0.3367
101,7.65872661932413,1.2755057853382,0.336
102,3.6302213962892,0.263210027951295,0.3349
103,3.44794035299893,0.472805884023326,0.3312
104,3.6250640492751,0.850066758640165,0.329
105,1.75853429315485,0.127212896728045,0.3328
106,6.18105333174798,1.55091304773736,0.3359
107,6.52535649052608,0.102256740364662,0.3258
108,3.80409861765974,0.844984692887059,0.3366
109,2.00702171866867,0.277653277840569,0.3343
110,4.24598344225964,1.89978823713337,0.3399
111,2.59684442156961,0.698489689338673,0.3328
112,3.48845739214418,0.23529465533381,0.3344
113,4.31721089069562,3.74797408241629,0.3335
114,2.33208694118438,0.830984994577826,0.3309
115,4.91096737975983,0.0938210504358502,0.3401
116,1.84067354345527,1.46013070824067,0.3323
117,2.38690250603489,0.58407748394788,0.3309
118,1.18497174275454,1.2296275689337,0.3304
119,6.62901252327494,0.377058761510415,0.3385
120,6.57458288642115,0.0115532765290508,0.3323
121,4.62997137682806,0.0537745912621336,0.3396
122,5.86931430440731,1.69075685387636,0.3356
123,5.91139268062893,0.0516159035365603,0.3391
124,5.38644530683951,0.0492134661401743,0.3389
125,2.39591103777034,0.0250546600049376,0.3346
126,2.5427964025414,0.0618025206894096,0.335
127,2.01232068463801,1.52222019944294,0.3276
128,5.5168973753295,1.61052081495951,0.3359
129,4.64891313043589,0.935914864416111,0.336
130,1.4337193546513,1.76696756737892,0.3271
131,3.69129112313934,1.60394982854808,0.3342
132,2.47386431463974,0.692888658046577,0.3384
133,6.14818187483365,0.194999971074288,0.3325
134,6.92635509513734,0.290621545754529,0.3378
135,3.83321975758657,2.49212195402174,0.3314
136,4.77733945252217,1.20601440616249,0.336
137,7.52359519700468,0.649871102105164,0.3402
138,4.76496443700229,1.02180269332005,0.3319
139,2.74168664628335,0.918959099911905,0.3422
140,6.26682224966337,2.12850495633879,0.3366
141,4.2310328174237,2.68116294333125,0.3293
142,3.66117460071015,0.564749557130082,0.3434
143,1.66260769170021,0.435106210743068,0.327
144,3.77905714369371,1.5192747316946,0.3387
145,-0.298125381013435,0.266118417120212,0.3302
146,5.01822942767301,1.16742707562114,0.3319
147,4.50333321104373,0.0109184814233479,0.3348
148,3.20886947795662,0.261692903653272,0.3389
149,4.10574791127244,5.65983003592105,0.3277
150,4.63745644073013,0.878216432194715,0.3222
151,1.92310866895935,0.495355094799662,0.3235
152,5.41257017843281,1.42118476263223,0.3257
153,1.68982759685279,2.33589595383482,0.3353
154,4.30851596312002,0.0506853679358873,0.3288
155,5.33640901558718,0.0113288578850455,0.334
156,2.72872308019743,0.113424217412982,0.3334
157,6.5505505555246,0.689294752184468,0.3353
158,8.62177349588282,0.46258098756163,0.3304
159,3.97656992508611,0.0245582445472706,0.3287
160,4.75784648075638,0.256970948818943,0.3357
161,3.07071481151299,0.490343345847595,0.3371
162,3.60486364474917,0.563062478515695,0.3281
163,1.67823884298305,0.366081610185142,0.3289
164,6.75331311806268,0.270768527924599,0.3349
165,5.66457570610575,0.427337118919164,0.3293
166,3.32603070004308,0.469135071599327,0.3413
167,0.953689404954972,1.08611308592361,0.3283
168,1.61740163424815,0.99661143060872,0.3203
169,3.94327993788801,0.978562479661448,0.3383
170,3.66631980275673,1.18274533921506,0.3458
171,4.9915332855089,0.0503305283593778,0.3316
172,2.13605646676974,0.706082854518759,0.3287
173,1.58589600938325,0.0153943698993084,0.3304
174,7.36085384471874,0.13045833306539,0.3335
175,4.75427264779679,0.910021327748616,0.3391
176,4.52394004318382,0.497034953665294,0.3337
177,2.9175271762232,0.182620446266464,0.3303
178,3.73096844600861,0.388197920744673,0.3355
179,0.922289100476283,0.486220246555557,0.3248
180,4.55906804966943,1.64335771747235,0.3363
181,5.09290203974668,0.157088346404884,0.3403
182,5.92162058091525,1.41367385178613,0.3293
183,4.3620355711967,0.0655039472315136,0.3354
184,3.2961184241924,0.550101303586012,0.3375
185,2.02954467836081,2.99957565035091,0.322
186,7.84608460526213,0.405854916220242,0.3446
187,1.32397198321796,0.122606076679102,0.3259
188,2.7482174664206,0.372833083702951,0.3267
189,2.42363592814123,0.311715687176314,0.3247
190,7.75030777902791,1.03735686113559,0.3324
