"Lot","mtemp","sdtemp","unc_temp_CRR"
191,3.58169984428704,0.234212453901681,0.3296
192,7.41898739159069,0.770547649981748,0.3365
193,7.71046522104133,0.504343816684559,0.3446
194,4.76201777139378,0.0400824007330579,0.3359
195,3.14176057428726,0.308497309634252,0.3226
196,2.71567132405962,0.501189868571878,0.3402
197,4.65685193143076,1.02903606029098,0.3358
198,5.91400572783176,2.20244125473325,0.338
199,5.68950254388861,0.283920702821055,0.3345
200,5.63580933203488,0.0960723259886229,0.3384
201,4.74571270416818,0.431359157731192,0.3352
202,5.20992427594875,0.233098921523617,0.3327
203,4.66218406660913,0.57448419415682,0.3329
204,2.20432363001911,0.837007799839789,0.332
205,7.49103429104744,0.0950097884836033,0.3364
206,5.57899768518506,0.344891593482737,0.3332
207,2.24345049618783,0.333349635161086,0.3314
208,2.76128533760817,0.784521891926337,0.3297
209,4.11312702637408,0.0578429087425843,0.3383
210,4.86758976525081,0.128341187269113,0.3312
211,4.68047149614057,0.30376028457624,0.3353
212,3.22467792642993,0.0623115927183432,0.3285
213,7.68535059202062,0.151240314405022,0.337
214,4.96758008362057,0.870053025501157,0.3384
215,6.41915939803692,0.99882731478619,0.331
216,1.69584996703412,0.196431393285782,0.3296
217,1.09995609111215,0.794274120714587,0.3302
218,4.20823432338765,3.23022221588478,0.33
219,2.70529115014975,3.30323044813781,0.3277
220,3.75917212840883,0.121080237401573,0.3311
221,5.27608908233079,3.43474197861935,0.3393
222,3.63296006075753,0.186742039653868,0.3337
223,6.76982150313578,0.577546594247975,0.3322
224,3.76258062939033,0.0264625469648541,0.3299
225,2.84454400221149,0.11284915416529,0.3391
226,6.32667219547645,0.00561455237009601,0.3321
227,3.06486264805451,0.393074730473412,0.331
228,4.42484306174538,0.0457285868618044,0.3389
229,4.6093173683337,0.0161034636363325,0.3354
230,4.72139449791615,1.88535988088038,0.3379
231,4.96048775976308,2.51726001419426,0.33
232,1.40222038242305,1.65666953872289,0.3313
233,1.27801557402087,1.22005607349913,0.3379
234,3.70048984042146,2.19021048245902,0.3347
235,2.65754356800251,1.0015731328935,0.3235
236,2.4399092191401,0.572518619630151,0.3252
237,6.09201988444806,0.213376553672835,0.3312
238,5.04968738032409,0.0758950331719309,0.339
239,4.36097402277791,3.55126609733796,0.3286
240,6.90797767619886,3.35125576496272,0.3298
241,3.88073725967671,0.101290581458466,0.3346
242,5.77846995103257,0.00134572130613216,0.3345
243,7.58944020763798,0.153061967602444,0.3349
244,5.17686443273736,0.0595684706627486,0.3351
245,3.99290871847159,0.00312023041106348,0.3321
246,4.88521854882517,0.124556325975889,0.3362
247,0.746840908706095,0.224073663130937,0.3339
248,5.49028057905245,1.29690550545129,0.3321
249,3.91753569264097,0.00774439223417495,0.3356
250,4.37067863925549,0.0169676667330577,0.3278
251,9.49841280016346,1.19510329193146,0.3373
252,3.82900481718834,0.50678435395938,0.3363
253,7.16385594964336,0.600231217265939,0.3365
254,3.53157805351805,1.61530997604547,0.3315
255,3.45689355915122,0.323920900841352,0.3321
256,7.53814128697238,1.34414005306445,0.3338
257,5.79341453577207,1.36384513469176,0.34
258,6.56366107271304,6.39732721024124,0.3344
259,2.30204160767643,1.20129290570743,0.3221
260,4.25566428933972,1.54551593107604,0.3323
261,6.84766758382518,1.82550628761401,0.3349
262,2.07328489868941,0.00235191110107574,0.3364
263,5.22382236805602,1.52847263764479,0.3321
264,-0.773264202315267,0.276317739203387,0.3195
265,5.68515197411265,0.160048913521443,0.3331
266,3.57360298602685,0.0911919426318387,0.3392
267,4.13769507709539,0.0354851529889052,0.3339
268,5.11000891938624,0.00675551635323991,0.3434
269,1.33477037381404,2.21765138455165,0.3209
270,1.79144048896687,1.66533401959014,0.3238
271,3.96737705825065,0.043384263428589,0.3325
272,3.23023859382572,1.40024931858379,0.3292
273,8.05255289940749,0.104869083633728,0.3396
274,6.24050549436297,0.811303194414174,0.3315
275,2.51787901404787,0.0257284360586762,0.3365
276,1.2573857808495,1.17518095024219,0.3343
277,1.55671570330792,0.0334290831711504,0.3263
278,6.49633917020032,0.637905570300228,0.3427
279,4.67374924701115,1.21654287929545,0.3333
280,3.31862062920367,1.74915566104088,0.3321
281,1.80588897512668,3.10463224045542,0.3259
282,3.14293020918264,1.37155736148802,0.3263
283,3.55552889523412,0.176709199997709,0.3392
284,8.87200470929239,0.742967662532596,0.3325
285,4.03107656193093,0.872908852600167,0.324
286,4.04040796307122,1.5113689294306,0.3286
287,5.28382889122599,1.56489705290872,0.3327
288,3.46234806471349,0.155226659615791,0.3419
289,4.12460290451343,3.68062660457766,0.3274
290,5.64386936268872,0.445830691688676,0.3419
291,2.12634144821806,0.0484029223652838,0.3335
292,4.73971481571106,0.0713606373494987,0.3361
293,2.30857306030908,0.0285552474754241,0.3251
294,4.612665185828,1.48112844315287,0.3372
295,5.30606921476142,0.0205562094234263,0.3331
296,0.403475929041979,0.533382769822206,0.3254
297,4.89868872478214,0.0411779484846885,0.327
298,4.35624001823352,0.966606356037776,0.3299
299,5.75844258846831,0.0098763568370505,0.3367
300,5.2599132649532,0.100475047802159,0.3358
301,3.49197311193192,0.0451890124138176,0.3298
302,5.32378319588532,0.178821880512868,0.3359
303,3.78265076448184,0.358518211454622,0.3388
304,1.08467169068539,0.883712224920986,0.3256
305,5.50004667615487,0.640983805776077,0.3325
306,4.28494197626028,2.36147820317456,0.3285
307,3.60967977443568,2.11216761743242,0.3289
308,4.26589061040074,0.903790188710184,0.3319
309,2.76761263217607,0.0519352749167197,0.3322
310,6.91898909636805,0.104483035408412,0.3382
311,7.09191604319226,1.58562137769065,0.3399
312,4.04630838594074,0.941699496455773,0.3376
313,4.51289173674029,0.664318408227316,0.3386
314,3.09830388733862,1.92261720357282,0.328
315,5.24843519059243,2.5576601043629,0.3282
316,4.62477177247388,0.127968676237484,0.3432
317,8.71130121863295,7.19630756980287e-05,0.3331
318,3.40246627616161,0.301929244436199,0.33
319,4.92046084547233,1.45404825910484,0.3345
320,5.88276460054761,0.11623125939194,0.3262
321,4.53541855961769,1.35035739392585,0.3271
322,7.24288092265706,0.314791989218047,0.3315
323,2.85634903443856,0.482681760788722,0.3311
324,2.60834192884384,0.0918422775005602,0.3221
325,4.095859739736,0.0630347239516009,0.3333
326,1.00385110449476,1.38953316569108,0.3279
327,6.09918049053247,1.86585507189837,0.3404
328,3.36247951995335,0.0844535429280222,0.3311
329,5.85260426579412,0.0811917045465623,0.3351
330,5.81865050481835,0.77634342431527,0.3347
331,6.47749720029566,0.0347644358276276,0.3396
332,0.274098718369493,1.79470186142253,0.3246
333,5.56224435002494,0.738024537189717,0.3401
334,4.97667373042534,0.956777818827155,0.3332
335,4.05480089714702,0.210776157304454,0.326
336,5.97665126826407,2.00430920051887,0.3337
337,5.82475391644426,0.0213043829822121,0.3374
338,5.01365376163091,0.580258484889423,0.3323
339,2.25691687611916,0.0575912558974712,0.3371
340,3.53888914730024,0.232110379877211,0.3287
341,4.057002018662,0.255463721108132,0.3342
342,7.57726363518358,0.512770872658912,0.3301
343,4.80891382137926,0.682728549106375,0.3309
344,1.22182322205762,2.70431969820599,0.3308
345,6.05359323244625,0.484397148791779,0.3329
346,5.80402795704619,0.419279768597134,0.3328
347,3.2590447581465,0.000319296081419164,0.331
348,2.63155552129956,0.144119262638143,0.3336
349,0.428788966174852,0.0179477361668022,0.3258
350,6.88866795478008,3.40075266654611,0.3351
351,3.86783242296641,0.221454612684402,0.3293
352,4.11851102311733,0.540569565468698,0.3331
353,4.46479298320824,0.39536874815007,0.3368
354,2.40738573159487,0.170632682460023,0.3327
355,5.96105994453809,0.711164923417481,0.3387
356,3.46371153453986,1.2942228810801,0.3321
357,3.76759935452089,2.1279453501223,0.3289
358,6.02903675181239,0.950419799953325,0.3308
359,8.18906104021429,0.0900098546350619,0.3405
360,3.49852673453488,0.326726200942196,0.3331
361,1.12428145602827,0.529348924784072,0.3212
362,7.54605147083412,0.218647254902127,0.3385
363,4.80246655400964,0.807698853746757,0.3373
364,0.308656392245513,0.371910086325114,0.3348
365,2.23559064802219,0.25298139261176,0.3312
366,9.86941803189861,0.0307769149052947,0.3356
367,4.57024567213856,0.0498632304828443,0.333
368,4.29160532849791,1.10543544328651,0.3361
369,5.76718777734253,0.933667269372648,0.3293
370,2.80086059873215,1.32302620950629,0.3286
371,5.00240681878009,0.193239197706383,0.3351
372,6.65647699534208,0.326967211710902,0.3406
373,3.93222163516712,0.165755159503212,0.3354
374,3.25697605855363,0.657973038766134,0.335
375,5.11990716604923,0.0947365075455668,0.3289
376,6.32041530051478,0.272533979474343,0.3374
377,0.841285146263616,0.0754523126786343,0.3268
378,7.14049780659717,0.346569809853645,0.3358
379,6.69465716501288,2.64656767684644,0.3377
380,3.6427176312034,0.147285564371218,0.3337
381,3.3299055299352,0.451996532350006,0.3321
382,6.54526039920286,1.03556069612426,0.3369
383,2.46186001561727,0.470845132082373,0.3311
384,2.99840247925784,1.33145610579256,0.3347
385,2.93825684226743,0.0143491442497053,0.3301
386,4.50603715985678,0.511219890799885,0.333
387,5.35788279519054,2.15272569360713,0.338
388,5.86532479521366,3.89244321540637,0.329
389,3.20638401039495,7.52906987246373,0.3199
390,4.89398966459593,1.0113252244157,0.3293
391,5.18506616528071,0.457302804810607,0.3396
392,-0.165405363811662,4.37091815685744,0.317
393,2.29334882802917,0.098515050580933,0.3302
394,3.37106929495953,0.0772339534056927,0.3345
395,4.66666728054678,0.763552567481997,0.3381
396,6.52014643394236,0.173946025435033,0.3326
397,7.31856135365481,0.0604138405964352,0.3434
398,3.11701857677039,0.19013488160271,0.3228
399,3.6139944580282,0.610919092042583,0.3374
400,6.53495266173331,0.417066860876672,0.3356
401,4.82007289458511,0.435747014264901,0.3483
402,2.50717035883592,1.71488605377377,0.3272
403,5.40329431567066,0.369556656521953,0.3417
404,3.53368468410188,0.344025294522724,0.3401
405,2.06930539594335,0.492575155116696,0.3355
406,3.74990832820724,0.718879464633542,0.3405
407,5.83642171934692,0.757831632524588,0.3294
408,1.65102889682749,1.38233162224562,0.3298
409,8.38872417877707,1.21142879125719,0.331
410,3.01638132819212,0.68504876065642,0.3425
411,3.54530505800367,0.0585346016474341,0.336
412,3.08759928318843,0.312301462285119,0.33
413,0.774856172205254,0.390957572769343,0.3327
414,9.19286441294442,0.209148347597624,0.3309
415,4.15308853034075,0.893956602060621,0.3337
416,5.02239841606705,0.0121002074024129,0.3408
417,1.17713051180755,0.340996870763726,0.3268
418,4.70307515719635,0.439274200757577,0.3292
419,2.86412201742694,2.01549332121592,0.3377
420,6.40431230307682,2.32206839068396,0.3393
421,2.66971297315949,0.0272211683092745,0.3308
422,4.79080885776328,0.184956270553969,0.3316
423,2.96205003523032,0.0125744029568844,0.3331
424,4.64743558482366,0.881608667190168,0.331
425,3.97229457766709,0.163138036004497,0.333
426,3.79515504874491,0.887332704090165,0.3392
427,6.94008612282787,1.79827646497508,0.3375
428,3.59952637947078,0.772003865200534,0.3318
429,4.51944721294099,0.580871571397726,0.3343
430,5.4617772655404,1.27076438726564,0.3304
431,6.9658247989255,2.48235551218802,0.3327
432,2.9813799367695,0.624129132534193,0.3394
433,3.57540685681388,0.339546419274609,0.3336
434,5.46543266792845,0.236824005514762,0.3327
435,5.05444109309691,1.97074213865109,0.3299
436,5.21593098618563,2.57696851661869,0.3391
437,2.0808360273986,0.723423092810642,0.3272
438,4.01990957932417,0.938151576180085,0.3342
439,6.70285467450623,0.198475944005523,0.337
440,4.72578147862064,0.035147605832517,0.335
441,4.87676572359394,0.628289416644851,0.3345
442,4.88669775794303,0.00061952662402763,0.3238
443,0.726433923917579,4.98415377415184,0.3319
444,4.94701167411591,0.0868739256113812,0.3335
445,4.00624862002834,0.781455112499401,0.3384
446,4.19070235500335,0.0372257056638062,0.3318
447,8.32160878428442,0.448357042428915,0.3302
448,-1.15036231440836,0.400176088882062,0.3246
449,4.78320799236288,2.9387183879179,0.3345
450,5.36805682737231,0.179096325897746,0.3305
451,0.639045379835724,1.57472819553366,0.33
452,6.03329132972467,0.151750954873959,0.3375
453,6.8188897411818,0.285593567504008,0.3318
454,3.23976392077749,0.0790180423672769,0.3352
455,5.6137681980878,1.88053006900551,0.3375
456,5.06154672290023,0.338036188842793,0.3331
457,3.74267792446045,0.610803038502101,0.329
458,4.69098642679112,0.548915101470937,0.3325
459,4.617165662963,0.607601815923992,0.3401
460,4.18152946033189,0.0297882097001565,0.333
461,3.92766252788053,0.351187836314585,0.3324
462,5.04052356237284,1.69819508134071,0.3436
463,5.90198720821185,0.0426450025716989,0.3327
464,7.04375539692188,0.002764835932362,0.3322
465,1.98118360298933,0.0479457613413926,0.3264
466,6.38307706362367,0.491371433253778,0.3287
467,9.08164818533066,0.0699310463872112,0.342
468,3.14823263483556,2.8968817942786,0.3393
469,4.25964769514372,1.25060740722929,0.3334
470,0.540454179789446,0.291377190744092,0.319
471,6.84309811654483,0.271888556706996,0.3453
472,4.45213122685139,0.0464588328101578,0.3351
473,6.25602339292413,4.93390359803472,0.3358
474,8.08761917488451,0.0198055815416932,0.3308
475,3.85520975447267,0.500475879414738,0.3273
476,3.69779298097665,0.00186434800004112,0.3396
477,1.36818726896949,0.426076580276049,0.3312
478,5.85458056821865,1.91183705570825,0.3394
479,4.41292443262096,1.05511414330538,0.3404
480,1.41646156815559,0.349742624200889,0.3333
481,2.32097902194663,1.01779900060491,0.3246
482,3.50400561594311,1.28743795940039,0.3301
483,5.96568748888564,0.822450961637681,0.3343
484,4.17933767716192,0.718495367657653,0.3265
485,3.89029027339641,1.33436509437291,0.336
486,3.38656452844745,0.407678393601487,0.3329
487,5.62564384040042,1.13213651478454,0.3435
488,5.34538348957877,0.961727407360043,0.3412
489,3.37807958119037,1.24294761663426,0.3404
490,5.49181358322359,0.00158169105840108,0.3299
491,7.29490181752681,0.212279040442068,0.3387
492,4.5852753845245,0.0172551024984674,0.336
493,2.26763160142992,1.18039811148708,0.332
494,4.92547398651192,0.450818697591235,0.3293
495,5.98674058914709,1.77513648309001,0.3399
496,2.15696138699209,1.00709251801647,0.3341
497,3.95655761398571,1.17151876187842,0.3351
498,3.91240215245242,0.0060964137734666,0.3339
499,1.7498944196284,0.32471530829509,0.3286
500,7.10862677069456,0.159703941825466,0.3343
501,4.39457745912825,1.37018145063135,0.3301
502,2.52121355102932,0.273928880548083,0.3364
503,4.27860592986185,1.04099323564068,0.3369
504,5.41403886718249,0.214407401940679,0.3422
505,2.46617573001029,0.0807197079454448,0.334
506,4.57399072767979,2.29344269527021,0.3351
507,3.64177015356126,0.382929986608725,0.3354
508,2.6484715415659,0.219089122642612,0.3357
509,5.43562684916871,0.246747103426933,0.3264
510,5.27895987562816,0.0932755596085418,0.3397
511,4.0821750297847,1.59830934613233,0.3327
512,2.75586322875796,1.4976396409309,0.3304
513,4.07602983096111,3.07052733126984,0.3419
514,6.43327920938458,0.37580335497187,0.3391
515,1.50986091262623,0.078870808098969,0.3205
516,1.25446053710881,0.00670400248973967,0.3225
517,7.05260529666861,0.403282475472523,0.3363
518,4.27100966203497,0.161852190622551,0.3372
519,5.89086160100545,1.95907450819571,0.3433
520,4.47998842058463,0.518682720240402,0.3341
521,5.12424184787071,0.0743990391552157,0.3346
522,4.21672943879387,0.133286683556916,0.3303
523,6.39237223175023,0.601666417379636,0.3352
524,3.71432521363709,0.125702607273821,0.3314
525,4.83408412051859,1.35505687566474,0.3308
526,7.63244672218909,0.840424049860669,0.3353
527,5.93288736827587,0.181218478334683,0.3369
528,3.9026329927835,0.976048135087132,0.3362
529,2.36973454902719,0.798340486679716,0.3294
530,7.15176674230573,0.526318587817729,0.3398
531,5.37097596441678,0.58892434192159,0.3413
532,0.858123079907577,0.722508581097554,0.3296
533,3.05169966544188,1.43165533545354,0.3339
534,4.8581807762282,0.242013837930642,0.335
535,4.79482359884092,4.08328751095103,0.326
536,5.99788454243414,0.0201138068415077,0.3361
537,3.02669889835246,1.53774817495503,0.3269
538,3.41442946802993,0.828757012568292,0.3301
539,6.33741216147063,1.37646305464874,0.3289
540,6.39650252099967,0.172878502666764,0.3359
541,4.24249162765773,0.269122732747793,0.3322
542,6.30810195339279,0.0639771811936053,0.3362
543,3.99132929110907,0.658307676950578,0.3296
544,6.10338105452499,1.72881503334559,0.3311
545,1.96839268861719,0.183918808975067,0.3318
546,1.54998715563126,0.380145043823251,0.3321
547,9.05453940581663,0.0134723577398349,0.3344
548,2.67981824329883,0.714452957018407,0.3318
549,-0.551491355072145,1.19286327175591,0.3278
550,4.82703492222782,0.331349999189057,0.34
551,4.10308060705808,0.0884507617503448,0.3307
552,3.42795666379812,1.0681915010045,0.3409
553,1.91529334162314,0.334868766607618,0.3337
554,6.11863883031764,0.385662731465367,0.3392
555,2.48997966841409,0.0132153810466426,0.3339
556,3.51293519143547,0.415202805281255,0.3396
557,7.95847953921018,0.0965714709270864,0.3321
558,0.0785184196032915,0.0342671771772904,0.3207
559,4.54683802687816,0.144769967521367,0.3374
560,7.42841776007448,0.032559050142647,0.3307
561,6.61741923253625,0.149181114481304,0.3339
562,3.17750222978275,1.41637015418718,0.3305
563,5.67599857711512,0.131010495032121,0.3334
564,5.13645952374755,0.00878569258597823,0.3366
565,6.79400463728555,2.78918464106839,0.3448
566,4.64285996762395,1.30101199932689,0.3388
567,3.48420530374154,1.92351767892142,0.3362
568,4.27485581389987,0.801996535195633,0.327
569,4.41579961879018,0.061568346721027,0.3386
570,2.37285974313642,0.517177338110262,0.3337
571,4.77027394818202,0.984440781882629,0.3345
572,5.73971936332375,1.05215059389882,0.3354
573,5.78719701983442,0.320036806521863,0.3378
574,3.98099939516729,0.259303500380228,0.3354
575,5.39555329169125,0.210257288395205,0.338
576,5.44875387389437,0.810073461666037,0.3391
577,5.7489276721266,0.107860876235813,0.3338
578,4.38268074339098,1.97953444897226,0.3328
579,4.37965473068005,2.26214943067914,0.3357
580,6.1984867475157,0.814365139305105,0.3341
581,4.01168952369735,1.01930491970132,0.3387
582,3.72052422321677,1.25959694751542,0.3243
583,6.1914273848991,4.05479231560608,0.3339
584,1.84986614068517,0.0394417261186101,0.3286
585,6.73097952844049,4.47744565936126,0.338
586,5.02785184597319,0.362178948719005,0.339
587,1.98876896549874,0.0222952698956282,0.3319
588,3.52418421753008,0.453138656144156,0.338
589,3.81923469989488,0.918406730157212,0.3398
590,4.12992385620738,0.61773601540488,0.3394
591,2.88199051186925,0.116954927228781,0.3267
592,4.87256711208667,0.60412220545058,0.3269
593,2.95381567805497,0.187601459415935,0.3388
594,6.27737908105068,1.68085975720612,0.3361
595,3.16896243359613,0.447573276322732,0.3381
596,3.87903697747687,2.45055512429938,0.3341
597,2.53129828551903,0.18304760924366,0.3296
598,4.98511360924923,1.2654256645298,0.3352
599,5.32643484382187,1.4892221025173,0.3416
600,7.25035355421267,0.033254118020101,0.3462
601,4.80548570696462,0.695332800683006,0.3272
602,8.64805937229771,1.11446865097615,0.335
603,3.9600216632086,2.4325963915764,0.3302
604,4.15686731469746,0.288003340040883,0.3328
