"Lot","mmumax","ln_sdmumax","sdmumax","unc_mumax_CRR"
1,6.79688893939891,0.87242082104486,2.39269613729372,0.329
2,6.95308510968879,1.06235916824216,2.89318846266231,0.3248
3,6.29815371910902,0.96726717359149,2.63074525663761,0.324
4,6.63551430881599,0.906697190114447,2.47613082363925,0.3404
5,6.58730971884438,0.994703528350131,2.70392258604627,0.3304
6,6.72106956345584,0.953217107549214,2.59404156050591,0.3343
7,6.41034216358843,1.02313841877582,2.78191188230941,0.3309
8,6.55447949200414,0.861296544643154,2.3662266241725,0.3341
9,6.55586352621767,0.95931545164585,2.60990925269,0.3262
10,6.80509171855833,0.90846764948704,2.48051859570369,0.333
11,6.70212988719419,0.896208294808958,2.45029467983844,0.3309
12,6.86879552991336,0.79385274855239,2.2119019329157,0.3294
13,7.45416620042172,0.832555363613694,2.29918649746129,0.3235
14,7.07775546553629,0.982707424116318,2.67167982926047,0.3365
15,6.86341604834366,1.02355417353189,2.78306871586832,0.3312
16,6.5570745123928,0.78156941572457,2.18489859033515,0.3286
17,6.99737087934555,0.841103016806252,2.31892337810355,0.3309
18,6.32743002098432,1.08980047992733,2.97368070438038,0.3313
19,7.18822449550376,0.88761739811857,2.42933461317698,0.3425
20,6.48756316232523,0.764546012882176,2.14801898031784,0.3294
21,6.93846596064772,0.865146220804104,2.37535338666743,0.3251
22,7.02170771763156,0.858154526714642,2.35880356549502,0.3339
23,6.52829851729821,0.900184556211091,2.46005708807877,0.3303
24,7.11061103769739,0.989814220831735,2.690734543487,0.3358
25,6.63010610633392,0.940437854649081,2.56110256352625,0.3318
26,6.19682749027558,0.862630532500732,2.36938524807199,0.3328
27,6.86023771682454,0.96690784003802,2.62980011141763,0.326
28,6.4923230578085,0.890117940774402,2.43541686930374,0.3347
29,6.61442160992932,0.886033737877115,2.42549041729042,0.3443
30,7.02944167743299,0.954326413510433,2.59692074292448,0.3356
31,6.98824909250933,1.01190012295201,2.75082295411464,0.3248
32,6.96199728087031,0.890447601378739,2.43621986265105,0.344
33,6.71504183827816,0.969210568923129,2.63586280578799,0.3277
34,6.81029292530597,0.900743721427855,2.46143305109316,0.3294
35,6.7831422018068,0.913236521845213,2.49237612331438,0.3317
36,6.79554136466826,0.872167924844968,2.39209111004087,0.3385
37,6.2312058849031,0.965056640558223,2.62493633012309,0.3368
38,6.51062929574404,0.941994132791134,2.56509145457231,0.3373
39,6.28600963845623,0.937725030115559,2.55416415725365,0.3307
40,6.52262504935771,1.01871675619843,2.76963836132674,0.3288
41,6.55890741142791,1.03154312296125,2.80539156040952,0.3316
42,7.04052430476398,0.871959332216502,2.39159218950608,0.3341
43,6.87952196148744,0.926058201306621,2.52453831712601,0.3317
44,6.67823145373195,0.851645607288582,2.34350016148581,0.3275
45,6.05341700233636,0.939248984053049,2.55805955322621,0.3335
46,6.76182250712945,0.876649655586702,2.40283587789912,0.333
47,6.77808631211132,0.79020306347785,2.20384390102869,0.3356
48,6.3620291863221,1.01050778483838,2.74699554361485,0.3362
49,7.22101550255207,0.941365332237247,2.56347903064456,0.3344
50,6.70769370370202,0.950758279960851,2.58767109469967,0.335
51,7.02649248647494,0.932937205953935,2.54196449660846,0.3375
52,6.70968328498753,0.886798895191602,2.4273470092263,0.3359
53,6.9774858927699,1.00459147829647,2.73079145734589,0.3385
54,6.49778867127294,0.929097965522994,2.53222399376961,0.3363
55,6.45780473105981,0.956633576483504,2.60291917933094,0.3337
56,6.07903459481325,0.935581144521342,2.54869418710187,0.3328
57,6.92953900135635,0.911472659027679,2.48798378861987,0.3319
58,6.90229265013464,0.933381828401546,2.54309496238129,0.3405
59,6.77056019206637,1.07453570266043,2.9286328283884,0.3329
60,7.08267710267756,0.999309919481529,2.71640664221467,0.3391
61,6.39606278097204,1.08163593851746,2.94950080832967,0.3268
62,6.58193679249419,0.804706281284842,2.23603963566938,0.3295
63,6.89020637350142,0.806516054171304,2.24009002361069,0.336
64,6.8317343906833,1.00187413574801,2.72338103441649,0.3367
65,6.23904418346942,1.05468347503904,2.8710662459315,0.3252
66,6.30614834887157,0.929413946377149,2.53302425449695,0.3387
67,6.50754932581532,0.819851084908943,2.27016175101607,0.3414
68,6.4258481747519,0.960413293763287,2.61277609437212,0.3419
