"Lot","mumax","var_mumax_CRR"
935,2.62362349566251,0.3438
936,3.56872483089191,0.3303
937,4.77754518210858,0.3394
938,1.87386494242231,0.3371
939,0.662712714125605,0.3319
940,0.743389552219969,0.3293
941,2.93213827513524,0.3288
942,1.64670723950151,0.3394
943,3.25108166793055,0.3309
944,3.40714674505054,0.3403
945,3.54560915432919,0.3337
946,4.43907647468528,0.3383
947,3.48512878740311,0.3356
948,2.30397989392409,0.3297
949,1.60780185629971,0.3287
950,3.30999775014435,0.3272
951,2.22031408904139,0.3411
952,1.4869587365772,0.3353
953,1.42617881847739,0.3329
954,2.96182511078765,0.3325
955,4.10920894235064,0.3368
956,1.41136117697535,0.3318
957,3.68342692779002,0.3392
958,2.72440032510439,0.336
959,2.48647621280944,0.3356
960,2.68869907488377,0.3256
961,2.28900631599158,0.3309
962,3.88821877471642,0.3295
963,4.00040944253834,0.3347
964,5.21744272112016,0.3406
965,3.11347818970282,0.3293
966,2.59885196403223,0.3287
967,2.21621839215753,0.3326
968,1.62285809458835,0.3322
969,1.7436374812401,0.3329
970,4.35241199871719,0.3353
971,3.77718646945726,0.3351
972,3.40614518774445,0.3324
973,0.467040227450451,0.3281
974,5.16262306625644,0.3396
975,2.43716272589478,0.3307
976,2.59325173402357,0.3416
977,3.71988544084883,0.3334
978,2.03669802286658,0.3392
979,2.14486765307098,0.3324
980,1.33108980098869,0.325
981,2.27427160801123,0.3323
982,4.01907491879197,0.3372
983,2.81545597928103,0.3403
984,2.12779685001348,0.3267
985,2.68068695553913,0.3346
986,3.92507352702077,0.3378
987,2.6143702445224,0.336
988,4.4355457020545,0.3357
989,4.90987130718614,0.329
990,3.24084010966183,0.3433
991,2.35145660464099,0.326
992,4.23386000638247,0.329
993,2.96033571875634,0.3415
994,3.58413971517732,0.3316
995,4.5413675792545,0.3308
996,2.74084401329632,0.3236
997,3.54060825890958,0.3488
998,4.02009440541462,0.3302
999,4.08634639139041,0.334
1000,4.42011701216546,0.3417
