"Lot","WI_Nisin5_CRR"
576,0.0978
577,0.1187
578,0.118
579,0.1196
580,0.1073
581,0.1048
582,0.1027
583,0.1142
584,0.125
585,0.1143
586,0.1027
587,0.1016
588,0.104
589,0.1069
590,0.1094
591,0.0998
592,0.1014
593,0.1077
594,0.1027
595,0.1002
596,0.1007
597,0.1062
598,0.1192
599,0.1277
600,0.109
601,0.1181
602,0.1142
603,0.1244
604,0.107
605,0.1057
606,0.1024
607,0.1144
608,0.1018
609,0.1125
610,0.1117
611,0.1126
612,0.1035
613,0.1099
614,0.1141
615,0.107
616,0.0978
617,0.1016
618,0.1114
619,0.1049
620,0.1168
621,0.1143
622,0.1113
623,0.0964
624,0.0999
625,0.1075
626,0.1081
627,0.1055
628,0.1117
629,0.1192
630,0.1105
631,0.1058
632,0.1055
633,0.1034
634,0.1158
635,0.1148
636,0.1193
637,0.1021
638,0.1104
639,0.1079
640,0.1191
641,0.1218
642,0.1196
643,0.1069
644,0.0907
645,0.1155
646,0.1182
647,0.0963
648,0.1132
649,0.1008
650,0.1143
651,0.1153
652,0.1167
653,0.1071
654,0.1106
655,0.127
656,0.1157
657,0.1199
658,0.1112
659,0.1134
660,0.1332
661,0.1128
662,0.1056
663,0.1072
664,0.1162
665,0.1117
666,0.0967
667,0.1028
668,0.1064
669,0.1166
670,0.1102
671,0.0994
672,0.108
673,0.1027
674,0.1003
675,0.1025
676,0.1267
677,0.1074
678,0.1073
679,0.0967
680,0.1087
681,0.1154
682,0.1048
683,0.1025
684,0.1079
685,0.1193
686,0.1278
687,0.108
688,0.1021
689,0.1139
690,0.1178
691,0.1066
692,0.1122
693,0.0984
694,0.1015
695,0.1126
696,0.1263
697,0.1115
698,0.1109
699,0.1047
700,0.1016
701,0.1037
702,0.1083
703,0.1056
704,0.1096
705,0.1074
706,0.0942
707,0.1016
708,0.1156
709,0.1001
710,0.1143
711,0.1096
712,0.1082
713,0.103
714,0.1119
715,0.1151
716,0.1015
717,0.1077
718,0.1229
719,0.108
720,0.1073
721,0.1075
722,0.1155
723,0.0989
724,0.1027
725,0.1176
726,0.1075
727,0.1
728,0.1223
729,0.0967
730,0.1069
731,0.1167
732,0.0939
733,0.1112
734,0.1089
735,0.1057
736,0.1159
737,0.117
738,0.0977
739,0.0965
740,0.0922
741,0.1155
742,0.1312
743,0.1115
744,0.1028
745,0.1084
746,0.1067
747,0.1017
748,0.1129
749,0.1
750,0.1142
751,0.1067
752,0.0973
753,0.1113
754,0.1078
755,0.1083
756,0.1086
757,0.103
758,0.1025
759,0.0955
760,0.1037
761,0.1065
762,0.098
763,0.0901
764,0.101
765,0.0929
766,0.1098
767,0.1155
768,0.1046
769,0.1145
770,0.1083
771,0.1175
772,0.1152
773,0.1038
774,0.1249
775,0.1084
776,0.1084
777,0.0983
778,0.1138
779,0.1188
780,0.1145
781,0.1185
782,0.1005
783,0.1215
784,0.1041
785,0.0944
786,0.1137
787,0.1149
788,0.1285
789,0.1101
790,0.1145
791,0.0926
792,0.1052
793,0.1194
794,0.1135
795,0.1033
796,0.1191
797,0.1053
798,0.118
799,0.1139
800,0.1206
801,0.1013
802,0.1125
803,0.1238
804,0.1069
805,0.1025
806,0.1104
807,0.1082
808,0.1069
809,0.1147
810,0.1167
811,0.1161
812,0.1114
813,0.1004
814,0.1182
815,0.1013
816,0.108
817,0.0989
818,0.1166
819,0.1041
820,0.1047
821,0.1203
822,0.1163
823,0.109
824,0.1089
825,0.1105
826,0.1039
827,0.1173
828,0.103
829,0.1097
830,0.1289
831,0.1033
832,0.1127
833,0.1113
834,0.1175
835,0.1162
836,0.1124
837,0.0955
838,0.0989
839,0.1069
840,0.1225
841,0.0989
842,0.1063
843,0.1136
844,0.0968
845,0.1039
846,0.1124
847,0.1103
848,0.1068
849,0.1226
850,0.0976
851,0.1051
852,0.125
853,0.1106
854,0.1019
855,0.1044
856,0.094
857,0.1149
858,0.1089
859,0.1014
860,0.1248
861,0.0851
862,0.1177
863,0.1181
864,0.1081
865,0.1136
866,0.1046
867,0.1108
868,0.107
869,0.1167
870,0.107
871,0.1131
872,0.1112
873,0.1008
874,0.1155
875,0.1073
876,0.1182
877,0.1202
878,0.1074
879,0.0994
880,0.1043
881,0.1081
882,0.1244
883,0.1206
884,0.1048
885,0.1054
886,0.0992
887,0.0996
888,0.1015
889,0.1055
890,0.1163
891,0.1064
892,0.0977
893,0.1146
894,0.1215
895,0.1064
896,0.0999
897,0.1182
898,0.1089
899,0.0895
900,0.1157
901,0.1006
902,0.1001
903,0.1011
904,0.1012
905,0.1155
906,0.1185
907,0.1107
908,0.1185
909,0.1069
910,0.1235
911,0.1112
912,0.1227
913,0.1226
914,0.1151
915,0.1018
916,0.1134
917,0.1128
918,0.1051
919,0.1089
920,0.1152
921,0.0988
922,0.0992
923,0.1005
924,0.1129
925,0.1102
926,0.115
927,0.1236
928,0.1043
929,0.1143
930,0.1016
931,0.1019
932,0.1083
933,0.1001
934,0.1079
935,0.1081
936,0.09
937,0.1153
938,0.1141
939,0.1158
940,0.1116
941,0.1059
942,0.0998
943,0.1001
944,0.1093
945,0.1093
946,0.113
947,0.1108
948,0.1218
949,0.0961
950,0.1063
951,0.1181
952,0.0975
953,0.1117
954,0.1088
955,0.1053
956,0.104
957,0.116
958,0.1051
959,0.1078
960,0.099
961,0.1027
962,0.0965
963,0.1115
964,0.1117
965,0.1051
966,0.1073
967,0.1138
968,0.1099
969,0.0979
970,0.1161
971,0.1049
972,0.1078
973,0.0892
974,0.1099
975,0.115
976,0.1181
977,0.1091
978,0.1082
979,0.1128
980,0.1135
981,0.1159
982,0.1066
983,0.1047
984,0.104
985,0.1136
986,0.1101
987,0.105
988,0.1024
989,0.1243
990,0.0972
991,0.1047
992,0.1138
993,0.1096
994,0.1154
995,0.1138
996,0.0938
997,0.1032
998,0.1039
999,0.1058
1000,0.1073
