"Lot","Tmin","var_Tmin_CRR"
880,-2.19519270845476,0.3295
881,-1.94830518969752,0.3312
882,-0.984466105719386,0.3312
883,-3.45062279776236,0.3433
884,-1.18383511640889,0.3315
885,-1.66936012549998,0.3316
886,-2.91491989047326,0.3311
887,1.15315164298135,0.3265
888,-3.67165335134288,0.3273
889,-3.02493470689441,0.3396
890,-1.13706684032815,0.34
891,-2.03356847269307,0.3322
892,-1.10723247397412,0.3369
893,-3.81816036595388,0.3336
894,-0.654971430102104,0.3358
895,-4.32499977538956,0.3337
896,-5.38322995552111,0.33
897,-0.378169428022384,0.3357
898,-1.55657121008209,0.3385
899,-5.15818057141744,0.3352
900,-3.8116143739081,0.3284
901,-2.26226666930036,0.3361
902,-2.92768700437957,0.3252
903,-9.06400992286958,0.3443
904,-1.91379957134618,0.3251
905,-5.0319699029738,0.3351
906,-4.24568472799308,0.3328
907,-3.89802618963445,0.3312
908,-5.31440818576901,0.3326
909,-0.461983884738525,0.3316
910,-3.41492231313341,0.3374
911,-2.11138446446772,0.3427
912,-3.51935891780129,0.3359
913,-1.83514398391175,0.3375
914,-2.41542749870603,0.3301
915,-4.46795020868884,0.3339
916,-4.36609066239976,0.3373
917,-6.4388648750873,0.334
918,-4.04073092909072,0.3312
919,-2.96369608738,0.3328
920,-0.933327359556385,0.3401
921,-1.10288351930626,0.3281
922,-1.28135342554298,0.3288
923,-3.1253797595072,0.3336
924,-1.86631709843909,0.3327
925,1.23576116048477,0.3315
926,0.736320298384641,0.3378
927,-2.3234062542034,0.339
928,-1.73376419994454,0.332
929,-2.59067067249182,0.3375
930,-5.67270488296944,0.341
931,-1.7143480354049,0.3373
932,-6.7518280077518,0.3431
933,1.65093603704088,0.3221
934,-4.66470279628677,0.3383
935,-3.36966024815889,0.3445
936,-1.74379166333143,0.3284
937,0.331022191888543,0.3364
938,-4.66812721807166,0.3392
939,-6.88833929649444,0.3368
940,-6.72391942625354,0.3325
941,-2.83821827720681,0.3288
942,-5.06562300498723,0.3415
943,-2.28962297807524,0.3301
944,-2.02139128075629,0.3402
945,-1.7834997092305,0.3323
946,-0.249683759411629,0.3369
947,-1.88740172926719,0.3352
948,-3.92158819246297,0.3305
949,-5.13404602991337,0.3302
950,-2.18834955932967,0.3257
951,-4.06637534096561,0.3423
952,-5.34740992229406,0.3375
953,-5.45528661678933,0.3365
954,-2.7871265444339,0.3325
955,-0.815777479693808,0.3343
956,-5.48165186463645,0.3359
957,-1.54678270391297,0.3383
958,-3.19595549760112,0.3367
959,-3.60626745988177,0.336
960,-3.2574786704528,0.3255
961,-3.94748886415019,0.3311
962,-1.19513226403112,0.3271
963,-1.00253158913806,0.3338
964,1.08558994555862,0.3348
965,-2.52622744395915,0.3281
966,-3.41237691363176,0.329
967,-4.07346739005957,0.3334
968,-5.10755248695459,0.3337
969,-4.89562698173192,0.3343
970,-0.398394945660324,0.3332
971,-1.38577335750244,0.3335
972,-2.02311232681893,0.3314
973,-7.31966768629886,0.3377
974,0.991564156971832,0.3349
975,-3.69141298729264,0.3316
976,-3.42203520765947,0.3422
977,-1.48417107627976,0.3325
978,-4.38478268414153,0.3401
979,-4.19708758865034,0.3332
980,-5.62498505206077,0.3291
981,-3.97298118346641,0.333
982,-0.970490682853746,0.3355
983,-3.03910238176885,0.3411
984,-4.22668479055837,0.3272
985,-3.27128776187581,0.3348
986,-1.13185966967767,0.3359
987,-3.38561586246397,0.3362
988,-0.255742162449336,0.3331
989,0.558020835718119,0.325
990,-2.30722941401994,0.3425
991,-3.83949629097588,0.3263
992,-0.601840730947135,0.3264
993,-2.78968965970889,0.3418
994,-1.71731303340552,0.33
995,-0.0741707131221947,0.3286
996,-3.16762316375482,0.3236
997,-1.79209047856659,0.3473
998,-0.968740666187339,0.3292
999,-0.855019112398242,0.3323
1000,-0.282216225938006,0.3382
