"Lot","prev","unc_prev_CRR"
339,0.0361148384840422,0.2954
340,0.0384565092787704,0.3284
341,0.0394170959116396,0.3256
342,0.0463735536333241,0.3709
343,0.0408474762277893,0.3353
344,0.034312796019988,0.2923
345,0.0432797461775802,0.3579
346,0.0427999224377626,0.344
347,0.0379407455056317,0.3235
348,0.0367931624460784,0.309
349,0.0329980711825933,0.28
350,0.0449659394060435,0.3725
351,0.0390636347637298,0.3219
352,0.0395381645969918,0.331
353,0.0401921270437947,0.3443
354,0.0363985021928599,0.2996
355,0.0431085591129813,0.3496
356,0.0383193328238815,0.3154
357,0.0388752820957672,0.3227
358,0.0432440832789854,0.3494
359,0.0476406646631861,0.3803
360,0.0383787506701243,0.3249
361,0.0341479645900778,0.2985
362,0.0463572950435073,0.3801
363,0.0408284306582523,0.3345
364,0.0327716313275779,0.2776
365,0.0360911313708807,0.3053
366,0.0520675239586575,0.4098
367,0.0403850273758012,0.3384
368,0.039858719596326,0.3288
369,0.0427162349401348,0.351
370,0.037090096962948,0.3161
371,0.0412239047851121,0.3408
372,0.044506302739249,0.3636
373,0.0391809762792479,0.3278
374,0.0379255077424498,0.3195
375,0.0414470497127658,0.3459
376,0.0438125619915796,0.3656
377,0.0336636839059266,0.2952
378,0.0454797511657116,0.3741
379,0.0445754518669372,0.3634
380,0.0386432431216126,0.3318
381,0.0380658829978554,0.3212
382,0.0442816338998431,0.3602
383,0.0364870810464835,0.3092
384,0.037462341954249,0.3135
385,0.0373420095138463,0.3147
386,0.0402692130887052,0.3345
387,0.0419112614010417,0.3434
388,0.0429105786411718,0.3554
389,0.0378360396266388,0.3133
390,0.0410072932516045,0.3391
391,0.0415772105768817,0.3375
392,0.0320768861699677,0.2681
393,0.0361910918592938,0.3026
394,0.0381409073238414,0.3264
395,0.0405738704511147,0.3399
396,0.0442244899833594,0.3723
397,0.0458563046250483,0.3643
398,0.0376763788957215,0.313
399,0.0385877534632946,0.3157
400,0.0442606726254803,0.3622
401,0.0408663971891473,0.3417
402,0.0365721573881371,0.3165
403,0.0420065147406885,0.3418
404,0.0384393868445631,0.3261
405,0.0357788095001275,0.3036
406,0.0388472934097217,0.3313
407,0.042854958335234,0.3476
408,0.0350450730997448,0.2963
409,0.0481281353529528,0.3963
410,0.0374966389860052,0.3236
411,0.0384657262030077,0.3113
412,0.0376203974075741,0.3108
413,0.0335704428775443,0.2758
414,0.0500196870692616,0.4038
415,0.0396019914707182,0.3295
416,0.0412583271813793,0.3346
417,0.0342239744210722,0.286
418,0.0406441609088477,0.3335
419,0.0372141162333106,0.3252
420,0.0440009181641143,0.3586
421,0.0368728424414745,0.3103
422,0.0408131716506718,0.3389
423,0.0373884493627977,0.3124
424,0.0405389458707163,0.3274
425,0.0392544701112221,0.3285
426,0.0389346074249737,0.3216
427,0.0450810212337753,0.3779
428,0.0385597745700318,0.3217
429,0.0402962164219257,0.3398
430,0.042116567725197,0.3423
431,0.045127998453806,0.3696
432,0.0374229407559807,0.3155
433,0.0385206239263077,0.3258
434,0.0421280887853337,0.3437
435,0.041318983686063,0.3403
436,0.041637938192388,0.339
437,0.0358217797894655,0.3006
438,0.0393468017957807,0.3304
439,0.0446028018458875,0.3654
440,0.040694243054754,0.3373
441,0.0409846940091828,0.3406
442,0.0409994234641636,0.3317
443,0.0334441624644493,0.2842
444,0.0411164743041024,0.3357
445,0.0393193550554751,0.3228
446,0.0396736158772979,0.3249
447,0.0479369781641659,0.3787
448,0.0304679117189748,0.2586
449,0.0407932394652153,0.3426
450,0.0419332765536562,0.3459
451,0.0332933427646439,0.2855
452,0.0432489728048511,0.3565
453,0.0448404236682816,0.3616
454,0.0378975836727994,0.3169
455,0.0424098696237352,0.3483
456,0.0413403832584163,0.3405
457,0.0388276448608669,0.3205
458,0.0406219776962941,0.3425
459,0.0404797249703669,0.337
460,0.0396547150251518,0.3347
461,0.0391748941667759,0.3284
462,0.0412867768013233,0.3423
463,0.0429900172051493,0.3535
464,0.0452776546082108,0.3678
465,0.0356320954097956,0.2944
466,0.043950014011483,0.3542
467,0.049649270550881,0.3981
468,0.037739643907804,0.3185
469,0.0398024758166102,0.3239
470,0.0331778633846896,0.2856
471,0.0448819161223708,0.363
472,0.0401609140277691,0.3373
473,0.0436821923063236,0.3577
474,0.0474239767386826,0.3866
475,0.0390420391624303,0.3313
476,0.0387441147823393,0.3313
477,0.0345804169555174,0.2892
478,0.0429004663786012,0.3463
479,0.0400892742035234,0.3332
480,0.0346613704113131,0.2971
481,0.0362309112157254,0.302
482,0.0383836252805647,0.3214
483,0.0431237827340236,0.3605
484,0.0396416719507101,0.3359
485,0.0391108001004315,0.3257
486,0.0381705156160862,0.3131
487,0.0424369741338944,0.346
488,0.0418832673177381,0.3546
489,0.038150974827618,0.326
490,0.0421744204098236,0.348
491,0.0458052730324344,0.3816
492,0.0404123755259324,0.3349
493,0.0361366999228182,0.3153
494,0.04107127844025,0.3426
495,0.0431566626519686,0.3564
496,0.0359343361682362,0.2931
497,0.0392300342708479,0.3257
498,0.0391457871038,0.3232
499,0.0352257950159101,0.3009
500,0.0454406554270147,0.3726
501,0.0400515564007716,0.3393
502,0.0365985849790617,0.2998
503,0.0398340869615195,0.3344
504,0.0420259665193389,0.3509
505,0.0365054492597765,0.3096
506,0.0403963161501615,0.337
507,0.0386391264683733,0.3278
508,0.0368328142195379,0.3115
509,0.0420646884734451,0.342
510,0.0417568079835055,0.343
511,0.0394653772726169,0.3251
512,0.0370145366549076,0.3086
513,0.0394519050191984,0.3288
514,0.0440429990638758,0.3612
515,0.0348127280278564,0.2922
516,0.0343695138858317,0.2926
517,0.0453126271895138,0.3694
518,0.0398198282475807,0.3296
519,0.0429643048170846,0.3524
520,0.0402195545631803,0.3319
521,0.0414556707859735,0.3492
522,0.0397163343983499,0.3261
523,0.0439557396111038,0.3623
524,0.0387759340537312,0.324
525,0.0408941371407169,0.3308
526,0.0465069262818416,0.37
527,0.043050252016256,0.361
528,0.0391222372942886,0.3289
529,0.0363192356748648,0.3055
530,0.045530695236714,0.3769
531,0.0419392745393562,0.3405
532,0.033696378950169,0.2851
533,0.0375473290934371,0.3104
534,0.0409465972568637,0.342
535,0.040819956268906,0.3417
536,0.0431650913665913,0.3482
537,0.037504471477924,0.3188
538,0.0382145171745163,0.3236
539,0.0438668365039432,0.3679
540,0.0439784974137937,0.3621
541,0.03976303622662,0.3357
542,0.0438008095946631,0.3555
543,0.0392940621808285,0.3252
544,0.0433866669825723,0.3439
545,0.0356186743509301,0.2887
546,0.0348852480448878,0.297
547,0.0494422875455142,0.4072
548,0.0368860298560154,0.3149
549,0.031290714204584,0.2639
550,0.0408740100592491,0.342
551,0.0395029778269168,0.327
552,0.0382471676020543,0.3215
553,0.0355186682042855,0.3091
554,0.0434258237914148,0.3589
555,0.0365362235947732,0.3103
556,0.0384074439472142,0.3103
557,0.0471947970407569,0.3797
558,0.0323577063576476,0.2705
559,0.0403383517371265,0.3454
560,0.0460929450990275,0.386
561,0.0444271253570655,0.3672
562,0.0377818160857625,0.3209
563,0.0425375104160041,0.3446
564,0.0414800529911087,0.3454
565,0.0447806764817521,0.36
566,0.0405223418052518,0.3316
567,0.0383487464324914,0.3108
568,0.0398299540869059,0.3315
569,0.0400990846172932,0.3373
570,0.036335148491099,0.3059
571,0.0407727385195001,0.3371
572,0.0426583223222589,0.3537
573,0.0427572750011687,0.3553
574,0.039271717994694,0.3204
575,0.0419781395230876,0.3464
576,0.0420915320436015,0.3439
577,0.042689804226441,0.3566
578,0.040034228765692,0.3391
579,0.0400261201279428,0.3365
580,0.0435899792030411,0.3547
581,0.039340488047649,0.3348
582,0.0387923711567091,0.3266
583,0.0435645353507723,0.3564
584,0.0354010394535789,0.297
585,0.0446629813916476,0.3699
586,0.0412735035365097,0.3474
587,0.0356551227942826,0.3065
588,0.0384239108732247,0.3215
589,0.0389668740758393,0.3296
590,0.0395568736555103,0.3355
591,0.0372550943776418,0.3104
592,0.0409735535244984,0.3432
593,0.0373843824686234,0.3106
594,0.0437401739161732,0.3556
595,0.0377689867886356,0.3163
596,0.0390816315079287,0.3224
597,0.0366116628331805,0.3096
598,0.0411872773897284,0.3413
599,0.0418562807082458,0.3415
600,0.0457403298401455,0.3721
601,0.0408389452594995,0.3406
602,0.048700947709067,0.3852
603,0.0392340584685968,0.3286
604,0.0396050286923988,0.3302
605,0.0360160016345015,0.3057
606,0.0359609379293861,0.3061
607,0.0379565399528715,0.314
608,0.0417443251227604,0.35
609,0.0409500562969152,0.3414
610,0.0368001300384764,0.3095
611,0.0411352526373572,0.3395
612,0.0406406532745156,0.3412
613,0.0372847679259071,0.3122
614,0.0392194083874842,0.3294
615,0.0371015944836107,0.317
616,0.0415505733423878,0.3501
617,0.0435162968173249,0.3688
618,0.0423978877401801,0.3445
619,0.0427881475879681,0.3555
620,0.0409107891333174,0.3405
621,0.0395896140800554,0.3351
622,0.0363822820442292,0.3061
623,0.0339855662795973,0.2902
624,0.0352006139888451,0.2996
625,0.0326258415384359,0.2821
626,0.0398951123704335,0.3358
627,0.0478085990394232,0.3895
628,0.042206535688994,0.3562
629,0.0540835791170077,0.4228
630,0.046890949776898,0.372
631,0.0359694604614731,0.2993
632,0.0425328026964207,0.3528
633,0.0361519447398205,0.2987
634,0.0443393766913543,0.362
635,0.0324943232884203,0.2786
636,0.0420357134679781,0.3406
637,0.0401689895511442,0.3317
638,0.0472577721478338,0.3759
639,0.0334090864252922,0.2849
640,0.0367790056292228,0.3079
641,0.0475277172359035,0.3805
642,0.0380372553567957,0.3311
643,0.0376625539574912,0.3207
644,0.0410759493164937,0.346
645,0.0430826327374063,0.3618
646,0.0391142934537214,0.3289
647,0.0376549273620617,0.3139
648,0.03716156894658,0.3121
649,0.0413899501124078,0.3417
650,0.0416026700600225,0.3432
651,0.0348593860827984,0.2952
652,0.0339609674741662,0.2912
653,0.030560422787648,0.2639
654,0.0374089182394397,0.3128
655,0.0414662387929253,0.3354
656,0.0468478739118636,0.3759
657,0.0374456792001727,0.3088
658,0.0436269575267738,0.3514
659,0.0391649826667688,0.3285
660,0.0397072086867854,0.3388
661,0.0402419043297305,0.3259
662,0.0395308890581048,0.3339
663,0.0426702523207585,0.3491
664,0.0477375345448645,0.3805
665,0.0374101533586265,0.3204
666,0.0376910409831558,0.3197
667,0.0354662113554517,0.2948
668,0.0403610088145208,0.3339
669,0.0440973532595753,0.3567
670,0.0379202315328226,0.3206
671,0.0377468084593826,0.3158
672,0.0382367944165267,0.3292
673,0.0413661664702905,0.3381
674,0.0434661862316083,0.3571
675,0.0453437686703841,0.3723
676,0.0400750607453516,0.3305
677,0.039581776949928,0.3375
678,0.0470490867692702,0.3833
679,0.041527524300247,0.3465
680,0.0393237873772849,0.3372
681,0.0372784973842057,0.326
682,0.0420759881642497,0.3459
683,0.0322837447517891,0.2765
684,0.0406503133914213,0.3415
685,0.0416649430394276,0.3409
686,0.0332121404109163,0.2834
687,0.0401300263487251,0.3351
688,0.0404269499708143,0.3295
689,0.0424981196721118,0.3447
690,0.0351740231540904,0.2995
691,0.0444638635798488,0.3639
692,0.042429086388493,0.352
693,0.0375363173032046,0.3129
694,0.0368515538239579,0.3087
695,0.0357577521218553,0.3087
696,0.0372945933750508,0.313
697,0.0398795962342226,0.3335
698,0.0445362027821294,0.3607
699,0.0379071002378065,0.3189
700,0.0398558780693707,0.3338
701,0.0432244693290463,0.3505
702,0.0415218149549885,0.3369
703,0.041332880768595,0.3424
704,0.0406658878950057,0.3411
705,0.0393894650155163,0.3347
706,0.0371339487023663,0.3173
707,0.0389181902979434,0.3264
708,0.0401455337534974,0.3277
709,0.0380952555305841,0.327
710,0.036901402709444,0.3088
711,0.0411972319742332,0.3311
712,0.0432610636825017,0.3538
713,0.0381074486095642,0.325
714,0.039734558833373,0.3366
715,0.0460033854382057,0.3682
716,0.0366939026611504,0.3012
717,0.0423548660274932,0.3467
718,0.0360789668870845,0.3039
719,0.0461517367902652,0.3759
720,0.0441556565744441,0.363
721,0.0342871622406153,0.2948
722,0.041805674849599,0.3371
723,0.0366810765760565,0.3147
724,0.0441628605986052,0.3577
725,0.0353682996775963,0.2954
726,0.0387056795570765,0.3254
727,0.0366542283352345,0.3129
728,0.0377555609857175,0.3177
729,0.0455909915085482,0.3746
730,0.0438960322265947,0.3556
731,0.0387148347381639,0.3211
732,0.0461989623972083,0.372
733,0.0394701006126029,0.3306
734,0.0459724167560568,0.3718
735,0.0416153843369331,0.3446
736,0.0347699009639135,0.3121
737,0.0449309654889936,0.3706
738,0.0401779052376143,0.3392
739,0.0400609713208822,0.3295
740,0.0378665656407993,0.3234
741,0.0357416923380161,0.3076
742,0.0417129092466386,0.3389
743,0.0400132413352075,0.3325
744,0.0399244445117091,0.3296
745,0.0426459320648337,0.3509
746,0.0465946282976535,0.3783
747,0.0381869607268494,0.3185
748,0.042713931978184,0.3561
749,0.0384151068090759,0.326
750,0.0368928164818342,0.3065
751,0.0361749118451638,0.3122
752,0.036962425843324,0.3126
753,0.0456668484681213,0.37
754,0.0418291514822998,0.3372
755,0.0378158978751952,0.3214
756,0.0457660092517872,0.3752
757,0.0340538063899044,0.2965
758,0.0355736599944209,0.3005
759,0.043414185931079,0.3537
760,0.0420616888206904,0.3493
761,0.0364480861321085,0.3018
762,0.0422958512650116,0.3489
763,0.0403322264085266,0.3275
764,0.0369851990910531,0.3142
765,0.0387715592061958,0.3277
766,0.0357041927717549,0.2961
767,0.0443909590073295,0.3684
768,0.0432985841638353,0.3563
769,0.0345492076732989,0.2896
770,0.0406268196888858,0.3355
771,0.0423372126578937,0.3396
772,0.0341965088316081,0.285
773,0.038338081600309,0.3237
774,0.0415925894859223,0.3422
775,0.0396944351272094,0.3363
776,0.0362979359962248,0.3138
777,0.0354875688289258,0.2967
778,0.0381722166705746,0.3208
779,0.0447448728707155,0.3761
780,0.0489268564889419,0.3933
781,0.0374375921185474,0.3197
782,0.0417788224190804,0.3379
783,0.0376231377970197,0.3184
784,0.0401248520343601,0.3305
785,0.040349500750266,0.3326
786,0.0423657181037184,0.3519
787,0.0362730463982852,0.303
788,0.0425093786087092,0.3527
789,0.0425885880397892,0.3508
790,0.0404045418679877,0.3258
791,0.0369154045952079,0.3126
792,0.0404899971835256,0.337
793,0.0388331601481725,0.3347
794,0.0441203865897104,0.3591
795,0.0431928800038038,0.3508
796,0.0397808452211652,0.3396
797,0.0436125310096052,0.3548
798,0.0408638096081574,0.3378
799,0.0421017278786585,0.3479
800,0.036414388713017,0.3065
801,0.0467072018981436,0.385
802,0.0366253216855918,0.3061
803,0.0355915784123552,0.3028
804,0.0396287930667174,0.3306
805,0.0453575721363005,0.3648
806,0.0368131215500293,0.3122
807,0.0378207377222143,0.3157
808,0.0451559518075917,0.3747
809,0.0399466136891871,0.3383
810,0.0414983353769877,0.3439
811,0.0374670010980108,0.3079
812,0.04364134097955,0.3552
813,0.0387264217786129,0.3277
814,0.0439259532961063,0.3601
815,0.0409348232142112,0.3368
816,0.0389096096343316,0.3229
817,0.0417260072313078,0.3435
818,0.0415657514793367,0.3434
819,0.0430913143217847,0.3477
820,0.0389563194810517,0.3318
821,0.0393546668155009,0.3295
822,0.0347375302825989,0.2957
823,0.0413784085188232,0.348
824,0.0391337798212046,0.3239
825,0.0414061163265238,0.3447
826,0.0426083949365218,0.3504
827,0.0394438336209349,0.3272
828,0.040291749416953,0.3329
829,0.0365523502188957,0.3067
830,0.0457888850702911,0.3715
831,0.0443599317641581,0.3655
832,0.043067762496132,0.3496
833,0.0404524338060441,0.3306
834,0.0416091439519627,0.342
835,0.0391857710304598,0.3218
836,0.0394397577654058,0.3302
837,0.0393622612558736,0.3214
838,0.0407160403350244,0.3419
839,0.0377061009893732,0.3157
840,0.0386908365025246,0.3269
841,0.038133205529138,0.3141
842,0.0382570439438347,0.3216
843,0.03920154362518,0.3287
844,0.0422667175421501,0.3521
845,0.0396223742088418,0.3276
846,0.043594957269692,0.3565
847,0.0450977035755715,0.3676
848,0.0404305180341006,0.3338
849,0.037140600211032,0.3151
850,0.0384929514000631,0.3204
851,0.0461126071040308,0.373
852,0.0382020397881931,0.3196
853,0.043178736051689,0.3619
854,0.0351812074211717,0.2927
855,0.038552839250353,0.318
856,0.0484428365883554,0.3953
857,0.0403109383969558,0.3341
858,0.0418742481951427,0.3334
859,0.0447664960285445,0.3594
860,0.0390295171396673,0.3273
861,0.0364659338355426,0.3024
862,0.0396612787879613,0.3359
863,0.0376883562451189,0.3142
864,0.0403831704539602,0.3387
865,0.0372409603833726,0.3105
866,0.0428673907885534,0.3463
867,0.0428489638953948,0.3555
868,0.0375700539962876,0.3102
869,0.038471107204244,0.324
870,0.0373608657345325,0.3178
871,0.0388844701656197,0.3172
872,0.0402481665740227,0.3346
873,0.0399522686532287,0.3367
874,0.0410425322540318,0.3443
875,0.0414364707754841,0.347
876,0.0396773389822684,0.3316
877,0.0430388228657342,0.3545
878,0.0386690962900174,0.3184
879,0.039920875555355,0.3332
880,0.0413465636576937,0.3553
881,0.0418288223374588,0.3455
