"Lot","prev","unc_prev_CRR"
882,0.0437456493216386,0.3544
883,0.0389491073388404,0.3254
884,0.0433446921824561,0.3573
885,0.0423779820889155,0.3525
886,0.039960935223905,0.3345
887,0.0481918001259546,0.3974
888,0.0385364649105351,0.3277
889,0.0397517844893175,0.3319
890,0.0434385399564675,0.3574
891,0.0416618710408623,0.3451
892,0.0434984742442363,0.3579
893,0.0382645044371859,0.3267
894,0.0444134221423694,0.3695
895,0.0373331949652701,0.3209
896,0.035436192237879,0.3027
897,0.0449793392193216,0.3713
898,0.0426013211912004,0.3428
899,0.0358342637253535,0.3025
900,0.0382766293259664,0.3259
901,0.0412161583997162,0.3457
902,0.0399366274802234,0.3235
903,0.0293304983369149,0.259
904,0.0418965072885462,0.345
905,0.0360587713990411,0.3109
906,0.037477960158495,0.3109
907,0.0381167709084077,0.32
908,0.0355576191560876,0.291
909,0.0448075059501796,0.3717
910,0.0390160213858852,0.3236
911,0.0415098722423587,0.3493
912,0.0388204814395477,0.3281
913,0.0420510550575663,0.3488
914,0.0409193653691721,0.3386
915,0.037073194999786,0.3137
916,0.0372583382609374,0.3156
917,0.0336073549145631,0.2826
918,0.0378537144201025,0.3133
919,0.0398681194953356,0.3288
920,0.0438488719347856,0.3618
921,0.0435072152238004,0.3554
922,0.0431494191183561,0.3584
923,0.039561439673956,0.3321
924,0.0419897608112654,0.3436
925,0.0483690471523001,0.3867
926,0.0473036180046649,0.3871
927,0.0410975191081395,0.3387
928,0.0422507859602554,0.3539
929,0.0405814561584825,0.3327
930,0.03492840234739,0.2926
931,0.0422891067748244,0.3482
932,0.0330772664377704,0.2798
933,0.0492659809391458,0.4021
934,0.0367172554751783,0.3009
935,0.0391009627938478,0.3331
936,0.0422310038334394,0.3452
937,0.0464498755327137,0.3787
938,0.0367110800883791,0.304
939,0.0328477734568468,0.2832
940,0.0331243133170329,0.2855
941,0.0401071691132859,0.3421
942,0.0359988192758129,0.307
943,0.041163047493997,0.3411
944,0.041685688842057,0.3402
945,0.0421527257195998,0.3495
946,0.045243559038036,0.3735
947,0.0419483352574803,0.3462
948,0.0380732567864666,0.3148
949,0.0358771247542779,0.3011
950,0.0413598828535494,0.345
951,0.0378065667370007,0.304
952,0.0354993582952334,0.3001
953,0.0353093467221328,0.3085
954,0.0402047664749189,0.3324
955,0.0440867264513486,0.3619
956,0.0352630082746189,0.2987
957,0.0426207390085487,0.349
958,0.0394280472429546,0.3398
959,0.0386582401598571,0.3235
960,0.0393119999858433,0.3293
961,0.0380254605219452,0.3169
962,0.0433220419434989,0.3533
963,0.0437092211754505,0.3665
964,0.048047140626557,0.3786
965,0.0407055098880339,0.3453
966,0.0390207950866224,0.327
967,0.037793534564218,0.3109
968,0.0359242134417634,0.3025
969,0.0363023246113076,0.3097
970,0.0449378357529536,0.3632
971,0.0429409439529848,0.3537
972,0.0416823220621002,0.3394
973,0.0321295261396329,0.276
974,0.0478462680952276,0.3876
975,0.0384997129388081,0.3199
976,0.0390026836856316,0.3319
977,0.0427450766226827,0.3536
978,0.03722431842514,0.3118
979,0.0375668378271872,0.3001
980,0.035011783438802,0.2973
981,0.0379784555388063,0.319
982,0.0437738432078778,0.3547
983,0.0397249011240951,0.3254
984,0.0375126923459018,0.322
985,0.039285982877869,0.3329
986,0.0434489968856434,0.3543
987,0.0390710060475381,0.329
988,0.0452310785984055,0.3617
989,0.0469268409322818,0.3837
990,0.0411288885352917,0.3341
991,0.0382250018693476,0.3253
992,0.0445216973334845,0.3702
993,0.0401998667046842,0.3364
994,0.0422832534654047,0.3445
995,0.0456060589632967,0.3757
996,0.0394815624190934,0.3267
997,0.0421358025038099,0.3487
998,0.0437773744827857,0.3508
999,0.0440072333127679,0.3619
1000,0.045176566838904,0.376
