"Lot","temp","var_temp_CRR"
123,5.01068060346346,0.3386
124,4.80018674423453,0.3385
125,3.58587853235391,0.3361
126,3.64734777739366,0.3359
127,3.43109218369654,0.33
128,4.8518131410192,0.336
129,4.50206563479157,0.3362
130,3.20124254449682,0.3306
131,4.11187779242405,0.335
132,3.61860477537382,0.3403
133,5.11044386542505,0.3321
134,5.42319710650461,0.3374
135,4.17047033244719,0.3342
136,4.55331444630343,0.3358
137,5.66173750919422,0.3398
138,4.54802288037842,0.332
139,3.72802396370905,0.3442
140,5.15709626223421,0.3371
141,4.33190831293758,0.3321
142,4.09998281735203,0.3439
143,3.28915865162273,0.3307
144,4.14679287804723,0.3402
145,2.47560072487529,0.3397
146,4.65011503023846,0.3322
147,4.4415950412135,0.3347
148,3.91866359107417,0.3407
149,4.28172258186909,0.3332
150,4.49519981225245,0.3222
151,3.39842470268473,0.3268
152,4.81007679706716,0.3258
153,3.30087170147259,0.3387
154,4.36289728993555,0.3288
155,4.77750990716325,0.3335
156,3.72251165054654,0.3355
157,5.27416073732097,0.3347
158,6.09863682277634,0.3294
159,4.22852190518418,0.3289
160,4.54523197183092,0.3356
161,3.86279785409059,0.3379
162,4.07752298270715,0.3286
163,3.2944066433184,0.3325
164,5.35427357877795,0.334
165,4.91271820914255,0.3292
166,3.96262660943768,0.3419
167,2.99882923092835,0.3336
168,3.2746896443655,0.3246
169,4.21590669873443,0.3387
170,4.1021615991381,0.3458
171,4.63933748100596,0.3314
172,3.48169039500529,0.3312
173,3.25988815639035,0.3366
174,5.60225344521673,0.3334
175,4.54321891101477,0.3396
176,4.45167457919203,0.3338
177,3.79848224444882,0.3319
178,4.12974740882042,0.3359
179,2.99468973151376,0.3308
180,4.46382204459238,0.3376
181,4.68105210728659,0.3397
182,5.01591333239927,0.3293
183,4.38560760486977,0.3355
184,3.95334901449787,0.338
185,3.44052379176262,0.3259
186,5.80160412490655,0.3443
187,3.15024496722646,0.3307
188,3.73064200598713,0.3277
189,3.6003396224014,0.3269
190,5.75818213460046,0.3319
191,4.06844168245271,0.33
192,5.61842795210268,0.3361
193,5.74105364657272,0.3439
194,4.54669585449765,0.3355
195,3.89026959826841,0.3233
196,3.71660719912987,0.3414
197,4.50412431797869,0.3357
198,5.01547854935448,0.3381
199,4.92254008368035,0.3339
200,4.90073586123539,0.3381
201,4.5399571139952,0.3347
202,4.72951664584888,0.3327
203,4.50590845028576,0.3321
204,3.50792337908474,0.3338
205,5.65396062112545,0.3361
206,4.87664254253619,0.3327
207,3.52551979434829,0.3329
208,3.73530290957131,0.3314
209,4.2829244238987,0.3384
210,4.59108917869181,0.3311
211,4.51374595422545,0.3352
212,3.92574994724051,0.3295
213,5.73712283268963,0.3367
214,4.6310411694881,0.3383
215,5.21894937453766,0.3307
216,3.30322944382233,0.3331
217,3.06153986107974,0.3351
218,4.3221708039361,0.3312
219,3.71356239772894,0.3311
220,4.13954709115737,0.3316
221,4.75513041931922,0.3423
222,4.09018793475025,0.334
223,5.35993174106569,0.3319
224,4.14222882936917,0.3301
225,3.76893405903018,0.34
226,5.17866118641008,0.3317
227,3.85912361333152,0.3321
228,4.41151370349016,0.3389
229,4.48365983485307,0.3352
230,4.53129030960481,0.3383
231,4.62820280512516,0.3302
232,3.18381035522291,0.3359
233,3.13592141370136,0.341
234,4.11619804647151,0.3364
235,3.69415221621092,0.3257
236,3.6058633940554,0.3274
237,5.08612190311381,0.3302
238,4.66306250383315,0.3389
239,4.38416156276481,0.3306
240,5.41613319127046,0.3312
241,4.1907751837575,0.3348
242,4.95803999331188,0.3337
243,5.69477981330336,0.3348
244,4.71521038128809,0.3347
245,4.23606767381833,0.3323
246,4.59646946866585,0.3362
247,2.92743058873848,0.3385
248,4.83987376621505,0.3319
249,4.20435949070758,0.3358
250,4.38775389901306,0.3278
251,6.48793016172754,0.3366
252,4.16753012429764,0.3366
253,5.52249253644121,0.3359
254,4.04802695887719,0.3323
255,4.01799174279918,0.333
256,5.66943279258276,0.3336
257,4.9662382269102,0.3401
258,5.27667701285079,0.3376
259,3.55017315034929,0.324
260,4.34053884388421,0.3328
261,5.39319092122104,0.3343
262,3.45661682048958,0.338
263,4.73445351109494,0.332
264,2.30875005585305,0.3309
265,4.92154445662307,0.3329
266,4.06380923318424,0.3399
267,4.29357462413563,0.334
268,4.6880204054924,0.343
269,3.15891463688688,0.3269
270,3.33986627099308,0.3282
271,4.22292630619767,0.3328
272,3.92702192631545,0.3305
273,5.87661936440444,0.3391
274,5.14667865571242,0.3308
275,3.63435107781015,0.3384
276,3.12880835085917,0.3382
277,3.2466322293697,0.3295
278,5.25259903601313,0.3425
279,4.51166468733855,0.3332
280,3.96214692551268,0.3334
281,3.35011364297538,0.3309
282,3.89264018338689,0.3277
283,4.05815404552932,0.3396
284,6.20314991138948,0.3322
285,4.25215249883682,0.3246
286,4.25248245370401,0.3301
287,4.75862321684666,0.3328
288,4.01827732670063,0.3426
289,4.28826986361977,0.3311
290,4.90359232474833,0.3412
291,3.4791520969862,0.3366
292,4.53683991335967,0.3359
293,3.55132101268674,0.3274
294,4.48625022668558,0.3372
295,4.76776981463486,0.3327
296,2.77518589588517,0.3299
297,4.60152625036581,0.3269
298,4.38183261505937,0.3302
299,4.95110768138783,0.3362
300,4.74921206190913,0.3352
301,4.03211230328947,0.3303
302,4.7749906955265,0.3356
303,4.15019776952891,0.3396
304,3.05530821399841,0.3317
305,4.84566577503255,0.3319
306,4.3519936760099,0.3305
307,4.0786716134954,0.3305
308,4.3456979657469,0.3319
309,3.7393189407347,0.3329
310,5.42186210443015,0.3377
311,5.49202591466631,0.3392
312,4.25802031050613,0.3373
313,4.44621209949912,0.3385
314,3.87272771070506,0.33
315,4.74461493340973,0.3286
316,4.49095549175949,0.3432
317,6.16090734354678,0.3324
318,3.99579117749534,0.3309
319,4.60989574029938,0.3343
320,5.00130078222849,0.3252
321,4.45476979200949,0.3279
322,5.55087131436818,0.3306
323,3.77437018951686,0.3324
324,3.67289602801803,0.3236
325,4.27742195130081,0.3337
326,3.02297758858796,0.3319
327,5.08957251425637,0.3404
328,3.97921633629079,0.3318
329,4.98813952934356,0.3341
330,4.97424944157622,0.3343
331,5.24006384378489,0.3386
332,2.72559856347122,0.3295
333,4.87014652892365,0.3397
334,4.63506513345931,0.333
335,4.25962237007507,0.3261
336,5.03719590084763,0.3338
337,4.97677785784387,0.3367
338,4.64888623242392,0.3323
339,3.52917228032029,0.3394
340,4.0523016488403,0.3295
341,4.26096390225363,0.335
342,5.68336488962686,0.3293
343,4.56572852127789,0.3307
344,3.1114377351495,0.3347
345,5.06872845752866,0.3324
346,4.97094669989613,0.3325
347,3.9388819172472,0.3313
348,3.68290840292596,0.3349
349,2.79755896300271,0.3316
350,5.40702212129568,0.3354
351,4.18456700588823,0.3293
352,4.28703068225005,0.3332
353,4.42695693052498,0.3369
354,3.5936875525416,0.336
355,5.03392185359136,0.3384
356,4.02223163599495,0.3335
357,4.14367546055758,0.3313
358,5.0614844885978,0.3303
359,5.92766718410913,0.3394
360,4.03526491189162,0.3335
361,3.07252145011712,0.3247
362,5.68020323888207,0.3381
363,4.56171569454893,0.3373
364,2.74267639083174,0.3388
365,3.52376559487044,0.3335
366,6.75079652902122,0.3346
367,4.46795300305126,0.333
368,4.35580223083249,0.3361
369,4.9538213366473,0.329
370,3.74962939858778,0.3309
371,4.64479714182324,0.3348
372,5.31561122636289,0.3402
373,4.20997807766144,0.3355
374,3.93551599367355,0.3353
375,4.69145180547707,0.3287
376,5.17650959852617,0.3368
377,2.9574697802115,0.332
378,5.50851441549731,0.3356
379,5.32940120296538,0.3384
380,4.09312442208454,0.334
381,3.966491125953,0.3328
382,5.27071356516398,0.3367
383,3.61376683380118,0.3324
384,3.83278727740883,0.3364
385,3.8059640901571,0.3313
386,4.44335465374052,0.3327
387,4.78799892591607,0.3385
388,4.99355827449642,0.3301
389,3.91573547952034,0.3246
390,4.59935445774635,0.3293
391,4.71859181449133,0.3394
392,2.57272074720268,0.3275
393,3.54654718174365,0.3328
394,3.98301582335695,0.335
395,4.50796590587333,0.338
396,5.25927108211661,0.332
397,5.58243809849162,0.3427
398,3.88036109907872,0.3236
399,4.0810068207191,0.3385
400,5.26651736626861,0.3347
401,4.56971391295542,0.3478
402,3.6330224846336,0.3299
403,4.80772567788612,0.3408
404,4.04855206380379,0.3411
405,3.45232100652147,0.3371
406,4.13758825125914,0.3416
407,4.98219739816775,0.3292
408,3.2828691235855,0.3352
409,6.02057222240632,0.3301
410,3.84042221862522,0.3431
411,4.05431958835916,0.3365
412,3.86793499478138,0.3307
413,2.93519435185505,0.3377
414,6.3756389832594,0.3305
415,4.30075240576584,0.3338
416,4.65200456796983,0.3406
417,3.09048236968853,0.3307
418,4.52282901112099,0.329
419,3.77739433055528,0.3405
420,5.21441333352074,0.3392
421,3.7008464931819,0.3327
422,4.55849982062224,0.3314
423,3.81632254795658,0.3338
424,4.50057490162428,0.3308
425,4.22586881182719,0.333
426,4.15656873009691,0.3403
427,5.42981709860504,0.337
428,4.07489266178084,0.3332
429,4.44909405445373,0.3344
430,4.83048207585439,0.3297
431,5.43911165732592,0.333
432,3.82401052085296,0.3401
433,4.06633238215447,0.3343
434,4.83286217988131,0.3326
435,4.66469563345103,0.3303
436,4.73123572747582,0.3393
437,3.46217451984962,0.3299
438,4.24580564393862,0.3344
439,5.3348517206936,0.336
440,4.53340901613366,0.3348
441,4.59460459020741,0.3343
442,4.59770058945332,0.3234
443,2.90496116252098,0.3388
444,4.62227847890467,0.3333
445,4.23988230642488,0.3385
446,4.31613362690037,0.332
447,5.98421053497667,0.3295
448,2.16959005115966,0.3362
449,4.55429790821941,0.3361
450,4.79256074186432,0.3305
451,2.86875491472004,0.3346
452,5.06247788904589,0.3371
453,5.38211857432591,0.3311
454,3.92934548661383,0.3363
455,4.8909464057692,0.3371
456,4.66917020321235,0.3326
457,4.13331324202336,0.329
458,4.51814008334144,0.3321
459,4.48803283580455,0.3401
460,4.31207642768041,0.333
461,4.2086621561707,0.3326
462,4.65795851484941,0.3435
463,5.00976806269606,0.3325
464,5.46868102501704,0.3319
465,3.41862004052283,0.3286
466,5.20417977882157,0.3281
467,6.30677170332539,0.3416
468,3.89438960349523,0.3417
469,4.34376140765038,0.3327
470,2.84095993490093,0.3259
471,5.39035592726219,0.3446
472,4.42031159259025,0.3351
473,5.15021447912908,0.3378
474,5.88617927616504,0.33
475,4.17988500721132,0.3278
476,4.11512377268349,0.3401
477,3.1743635656981,0.3361
478,4.99149346051109,0.3398
479,4.40504678786678,0.3405
480,3.19333564322107,0.3363
481,3.55561089653963,0.3277
482,4.03633357951338,0.3306
483,5.03702073310948,0.3338
484,4.3092759194781,0.3265
485,4.19478684142199,0.3372
486,3.98953152790912,0.3332
487,4.89652061119421,0.3431
488,4.7821960021389,0.3422
489,3.98523167845551,0.3415
490,4.84242953409116,0.3295
491,5.57244211115365,0.3383
492,4.47375503283859,0.336
493,3.53415600056078,0.3342
494,4.61279371130659,0.329
495,5.0437113208084,0.3398
496,3.48794853005983,0.3359
497,4.22058744580259,0.3356
498,4.20236275927771,0.3344
499,3.32481807465873,0.3313
500,5.50081729785182,0.3339
501,4.39700298398591,0.3308
502,3.63899804230531,0.3377
503,4.35053014676325,0.3377
504,4.81175060439996,0.3418
505,3.61792663777186,0.3356
506,4.47034826980968,0.3357
507,4.09222582831723,0.3356
508,3.69183820829774,0.3374
509,4.819759361558,0.3263
510,4.75595136253513,0.3391
511,4.27136529244364,0.334
512,3.73268386941827,0.3328
513,4.26846374680346,0.3439
514,5.22286746246571,0.3386
515,3.2287302180226,0.3236
516,3.12480047894646,0.3269
517,5.47558212552991,0.336
518,4.34747742388043,0.3372
519,5.00452341331208,0.3429
520,4.43279360529091,0.3341
521,4.69325107126517,0.3345
522,4.32529889998471,0.3305
523,5.20533120211104,0.3347
524,4.12205568676856,0.3316
525,4.57555475575755,0.3309
526,5.70927443002596,0.3348
527,5.02204660969866,0.3359
528,4.19726387431828,0.337
529,3.57569238443753,0.3313
530,5.51853798764855,0.3392
531,4.79380333615085,0.3412
532,2.96527112521359,0.3345
533,3.85169822015583,0.3349
534,4.58659370583379,0.3348
535,4.55992979044806,0.3284
536,5.0454259231214,0.3356
537,3.84216519610265,0.3287
538,3.99920866259771,0.3306
539,5.18744202267201,0.3285
540,5.2099068817961,0.3352
541,4.33531157939798,0.3324
542,5.17414120735761,0.3358
543,4.23442145338882,0.3299
544,5.09042398512562,0.3305
545,3.41553266363917,0.333
546,3.24565333717532,0.3352
547,6.26815104696399,0.3338
548,3.70381291505961,0.3338
549,2.37745341596935,0.3365
550,4.57131710802677,0.34
551,4.27946004389348,0.3311
552,4.00638474566422,0.3411
553,3.39250346403165,0.337
554,5.09836092204108,0.3387
555,3.62489299167099,0.3354
556,4.04155412490477,0.3399
557,5.84217075481092,0.3316
558,2.64170619102246,0.3268
559,4.45804476608297,0.3372
560,5.62869995155087,0.3301
561,5.29980479964532,0.3333
562,3.90373252979258,0.3317
563,4.91717681369064,0.333
564,4.69833848474552,0.3364
565,5.37024874570084,0.3451
566,4.49705959873735,0.3388
567,4.02868511923976,0.338
568,4.34964538988452,0.3271
569,4.40713819155305,0.3389
570,3.5793069667973,0.336
571,4.549974729714,0.3343
572,4.94195796317325,0.3348
573,4.96222220826703,0.3376
574,4.22959536249031,0.3358
575,4.80185220712038,0.338
576,4.82530859856056,0.3389
577,4.94840828157165,0.3334
578,4.39330602140429,0.3332
579,4.3915756400606,0.337
580,5.13158548097904,0.3337
581,4.24444329542743,0.3397
582,4.1256351238808,0.3252
583,5.12644090423055,0.3349
584,3.36536222282314,0.3319
585,5.3468373682902,0.34
586,4.65518100615385,0.3388
587,3.4239154961924,0.333
588,4.04516210867602,0.3384
589,4.16357600255566,0.3403
590,4.29105428881792,0.3397
591,3.78655522338892,0.3289
592,4.59226248949465,0.327
593,3.81541575453625,0.3396
594,5.16191527955233,0.3358
595,3.90089100749029,0.3388
596,4.18846749260638,0.337
597,3.64195405118137,0.331
598,4.6371238208732,0.3357
599,4.77659958625969,0.3414
600,5.55971103804624,0.3454
601,4.56393122722766,0.3269
602,6.12899672538496,0.3343
603,4.22145734851074,0.3316
604,4.3014050053225,0.3327
605,3.50661615899279,0.3271
606,3.4940323526705,0.3323
607,3.94236989041946,0.3358
608,4.75335800498191,0.3386
609,4.58732125957667,0.3489
610,3.68447799471408,0.3267
611,4.62621733260007,0.3276
612,4.5220877012823,0.3455
613,3.79318485261266,0.3363
614,4.21829019514782,0.3299
615,3.75220593507252,0.3367
616,4.71304205207575,0.3277
617,5.11668218314243,0.3384
618,4.88848153947188,0.3359
619,4.96853844007808,0.3413
620,4.57905973785747,0.3264
621,4.2980925781966,0.3365
622,3.59000730319287,0.3355
623,3.03405955645923,0.3286
624,3.31898148784336,0.3314
625,2.70720936722311,0.3385
626,4.3635875075035,0.3344
627,5.95973969616372,0.3232
628,4.84905733887677,0.3425
629,7.11136706690783,0.3396
630,5.78361788856659,0.3336
631,3.49598083862445,0.3359
632,4.91621025574779,0.3419
633,3.53763018338895,0.3427
634,5.28226651916486,0.3312
635,2.67512491019276,0.3185
636,4.81376698044889,0.3366
637,4.42203121025083,0.3315
638,5.8542768948387,0.3479
639,2.89655024942493,0.3282
640,3.67971870041941,0.3312
641,5.90605655129371,0.3372
642,3.9601801398428,0.3298
643,3.8772935106971,0.3292
644,4.61377424549535,0.3189
645,5.02864275629878,0.3393
646,4.1955434705773,0.3358
647,3.87560094989117,0.327
648,3.76563755991866,0.3279
649,4.6795287882513,0.3375
650,4.72389408466944,0.3347
651,3.23962087297679,0.3357
652,3.02822319824366,0.3312
653,2.19314470997706,0.3304
654,3.8208855178996,0.3443
655,4.69545634828367,0.3354
656,5.77529779176313,0.3283
657,3.82907631659568,0.3269
658,5.13905887081746,0.3295
659,4.20651743053146,0.3328
660,4.32334150546804,0.3341
661,4.43754783652129,0.3446
662,4.28546566154602,0.3335
663,4.94440265190383,0.3383
664,5.94617621133995,0.336
665,3.82116080204568,0.3281
666,3.88361364851296,0.334
667,3.38040697907006,0.324
668,4.46285529120805,0.3308
669,5.23377978319361,0.3364
670,3.9343503101032,0.3309
671,3.89597732959777,0.3334
672,4.00410529937915,0.3367
673,4.67455941837713,0.3288
674,5.10653750398668,0.3342
675,5.48172442420289,0.3376
676,4.40201615415167,0.3436
677,4.29640815037967,0.3331
678,5.81412114296365,0.3344
679,4.7082380494671,0.3399
680,4.2408390342146,0.3305
681,3.79178417933302,0.328
682,4.82209556397813,0.3304
683,2.62357529792365,0.3363
684,4.52412918947053,0.337
685,4.73685455966623,0.3481
686,2.84921674775104,0.3423
687,4.41373227115033,0.329
688,4.47684604152393,0.3373
689,4.90908727519208,0.3385
690,3.31281518166772,0.3338
691,5.30714116934424,0.34
692,4.89489868185024,0.3366
693,3.84924948496169,0.329
694,3.69605631228342,0.3329
695,3.44748953826685,0.3291
696,3.79537929263564,0.3369
697,4.36026879387734,0.3318
698,5.32157565849291,0.3398
699,3.93144873340054,0.3349
700,4.35519416961908,0.3358
701,5.05749882652202,0.3304
702,4.70704781571136,0.3375
703,4.66760162873571,0.3271
704,4.52741992317869,0.3333
705,4.25500762891501,0.3361
706,3.75945358748697,0.3409
707,4.15300203142361,0.3285
708,4.41703587599928,0.3318
709,3.97296315076307,0.3355
710,3.70727007215679,0.3295
711,4.63920970386045,0.3321
712,5.0649340766179,0.3364
713,3.9756488643965,0.3332
714,4.32920703936205,0.3396
715,5.61120909821087,0.3388
716,3.6605272245555,0.3351
717,4.87962763894749,0.3381
718,3.52099044821927,0.3383
719,5.64017029793982,0.335
720,5.24547551835259,0.3369
721,3.10539368386923,0.3288
722,4.76609888743626,0.3345
723,3.6576323339651,0.3242
724,5.24691998079317,0.3354
725,3.35779754527615,0.3317
726,4.10674568031126,0.3386
727,3.65157047600292,0.3295
728,3.89791670112925,0.3381
729,5.53039257368817,0.3328
730,5.19331933794986,0.3335
731,4.10874180679165,0.3396
732,5.64937745700606,0.3401
733,4.2723824172757,0.3353
734,5.60515600149798,0.3336
735,4.72654122676403,0.3312
736,3.21872540464802,0.332
737,5.40008735295774,0.3404
738,4.42392947740219,0.334
739,4.39901128930468,0.3364
740,3.92248786023554,0.3274
741,3.44380349235607,0.3282
742,4.74682906650806,0.3324
743,4.38882684823711,0.3331
744,4.36985904334602,0.3272
745,4.93941849989371,0.3435
746,5.72628647018934,0.3198
747,3.99314909247805,0.3296
748,4.95334977051057,0.3295
749,4.04323321893873,0.3341
750,3.70533925470013,0.3313
751,3.54286242809768,0.3312
752,3.72098422066827,0.3372
753,5.54529251305009,0.3252
754,4.77097128437735,0.3326
755,3.9112781855037,0.3315
756,5.5647464297217,0.3358
757,3.05023590690509,0.322
758,3.40517205614681,0.3375
759,5.09600244430299,0.3451
760,4.8191391187425,0.3329
761,3.60493125792151,0.3268
762,4.86747307483051,0.3382
763,4.45674394702729,0.3353
764,3.7260984616393,0.3346
765,4.12110283097627,0.3324
766,3.43519239605278,0.3322
767,5.29257889579046,0.3315
768,5.07255337010799,0.338
769,3.1670416982561,0.3312
770,4.51916368818133,0.3376
771,4.87599291221767,0.3468
772,3.08399533032274,0.3316
773,4.02634557300905,0.3253
774,4.72179492009291,0.3263
775,4.32060119233317,0.3276
776,3.57085257593671,0.3367
777,3.38533338743513,0.3336
778,3.98990576915626,0.3362
779,5.36313095438604,0.3439
780,6.17153974368735,0.3332
781,3.82727485939205,0.3344
782,4.76052373765916,0.3347
783,3.86854355106206,0.3363
784,4.41262978467304,0.3315
785,4.46041212748213,0.3283
786,4.88186154192339,0.338
787,3.5651947195221,0.3314
788,4.91139996825339,0.3352
789,4.92765937963879,0.3334
790,4.4720933441951,0.3375
791,3.71041810663203,0.332
792,4.49020916968595,0.3332
793,4.13451336410369,0.3264
794,5.23840146913612,0.3356
795,5.05107729777231,0.3398
796,4.33912777305705,0.3282
797,5.1361437202261,0.34
798,4.56916895067831,0.34
799,4.82741574394363,0.3394
800,3.59729107490314,0.3333
801,5.74809366010835,0.3379
802,3.64504065508224,0.3368
803,3.40929721922951,0.3285
804,4.30651008634968,0.3335
805,5.48444615161586,0.3397
806,3.68740408386419,0.3329
807,3.91234936500632,0.3391
808,5.44463941202626,0.3388
809,4.37459710410073,0.3354
810,4.70215190680246,0.3328
811,3.83382472458778,0.3355
812,5.14196471348283,0.3319
813,4.11126772308234,0.342
814,5.19934011246337,0.3315
815,4.5841169307721,0.3353
816,4.1511374574888,0.3369
817,4.74955150733113,0.3335
818,4.71620463400547,0.332
819,5.03041071377368,0.3339
820,4.16128429585369,0.3343
821,4.24750252209766,0.3355
822,3.21115797761517,0.3231
823,4.67711750702233,0.3308
824,4.19976324930801,0.3287
825,4.68290553074025,0.3309
826,4.93172216868953,0.3294
827,4.26672508998873,0.3379
828,4.44814478820755,0.3357
829,3.62854204293461,0.3438
830,5.56923058191878,0.3315
831,5.28637681057991,0.3403
832,5.0256139887814,0.3372
833,4.4822490504105,0.3363
834,4.72524202831788,0.3432
835,4.21101537430483,0.3311
836,4.26584702493356,0.3331
837,4.24914081662224,0.3349
838,4.53801116438984,0.3304
839,3.88695362131395,0.3377
840,4.10350876869117,0.3325
841,3.98132040622257,0.3407
842,4.00855464407549,0.3354
843,4.21442704416024,0.3335
844,4.86146878489019,0.3275
845,4.30513137557597,0.3282
846,5.13259179091379,0.3428
847,5.43311843772487,0.3378
848,4.4776026628001,0.3381
849,3.76094308339637,0.3385
850,4.06027841845418,0.3298
851,5.63253705745431,0.3343
852,3.99646527558705,0.3299
853,5.04820112990552,0.3319
854,3.31448148259391,0.327
855,4.07337666269628,0.3341
856,6.08023901170795,0.3329
857,4.45222208986823,0.3222
858,4.78032589382953,0.3347
859,5.36743008673236,0.3304
860,4.17716943006225,0.3301
861,3.60897599880502,0.3286
862,4.31348552518482,0.3285
863,3.88301814332349,0.3439
864,4.46755895804017,0.3381
865,3.7833962250275,0.3277
866,4.98473763226272,0.3405
867,4.98097243052727,0.3275
868,3.85675018336277,0.3338
869,4.05549755303548,0.3398
870,3.81017099167826,0.3284
871,4.14567314434641,0.3285
872,4.43887963556548,0.336
873,4.37580543028224,0.3399
874,4.606757601101,0.3289
875,4.68924359730089,0.3357
876,4.3169326714303,0.3336
877,5.01971767391621,0.3402
878,4.09876631417694,0.3336
879,4.36909611849566,0.3299
880,4.67046222706601,0.3303
881,4.7709029848722,0.331
882,5.16301972080642,0.3324
883,4.15971810286937,0.3422
884,5.08191082304794,0.3324
885,4.88438565007669,0.3326
886,4.3776570502813,0.3313
887,6.0326624944072,0.3314
888,4.06979668273562,0.3265
889,4.33289994151018,0.3391
890,5.10093746770979,0.3417
891,4.73621549317466,0.3327
892,5.11307492358585,0.3379
893,4.01019352561564,0.3326
894,5.29706738380167,0.3383
895,3.80399705758026,0.3319
896,3.37347937989115,0.3287
897,5.40967819131072,0.3386
898,4.93027134002059,0.34
899,3.46503577284682,0.3332
900,4.01285661852929,0.328
901,4.6431746610914,0.3359
902,4.37246303074478,0.3247
903,1.87603499266864,0.3379
904,4.78494083689982,0.3256
905,3.51638180785708,0.3344
906,3.83626464042947,0.3319
907,3.97770187154713,0.3299
908,3.40147800348403,0.3305
909,5.37558012272443,0.3331
910,4.17424205996623,0.3374
911,4.70455776814009,0.3427
912,4.13175432397881,0.3347
913,4.81694013296538,0.338
914,4.58086454574347,0.3302
915,3.74584081735565,0.333
916,3.78728013381267,0.3366
917,2.94401752689177,0.3319
918,3.9196455864596,0.3293
919,4.35781352718675,0.3327
920,5.18382439511205,0.3414
921,5.11484420015643,0.3299
922,5.0422376434611,0.3293
923,4.29203608069982,0.3329
924,4.80425803683486,0.3325
925,6.06627035997211,0.3371
926,5.86308382822184,0.3408
927,4.61830136546865,0.339
928,4.858184268672,0.3328
929,4.50957071418808,0.3371
930,3.25571287138089,0.3386
931,4.86608330824219,0.3378
932,2.8166953586086,0.3405
933,6.23517512856185,0.3294
934,3.66579635379532,0.3367
935,4.19265593576197,0.3439
936,4.8541048157028,0.3292
937,5.6981972063351,0.3395
