"Lot","WI_Nisin20_CRR"
528,0.0228
529,0.0147
530,0.019
531,0.0163
532,0.0187
533,0.021
534,0.02
535,0.0222
536,0.0211
537,0.0122
538,0.0227
539,0.017
540,0.0211
541,0.0133
542,0.015
543,0.0161
544,0.0147
545,0.0143
546,0.0122
547,0.0122
548,0.01
549,0.0178
550,0.0172
551,0.0134
552,0.0197
553,0.0115
554,0.0143
555,0.0206
556,0.0179
557,0.0179
558,0.0235
559,0.0134
560,0.0148
561,0.0187
562,0.0187
563,0.0149
564,0.0184
565,0.0197
566,0.0124
567,0.0148
568,0.0157
569,0.0197
570,0.0193
571,0.0141
572,0.0139
573,0.0133
574,0.0145
575,0.0163
576,0.0155
577,0.0167
578,0.0167
579,0.0181
580,0.0128
581,0.0162
582,0.0173
583,0.0273
584,0.0155
585,0.0214
586,0.0198
587,0.0228
588,0.0143
589,0.0136
590,0.0183
591,0.0181
592,0.0145
593,0.0206
594,0.0124
595,0.017
596,0.0185
597,0.0156
598,0.0212
599,0.0213
600,0.0133
601,0.0176
602,0.0144
603,0.0221
604,0.0132
605,0.0188
606,0.0196
607,0.0186
608,0.0191
609,0.0155
610,0.0199
611,0.023
612,0.0242
613,0.0127
614,0.0195
615,0.0159
616,0.0165
617,0.0126
618,0.0181
619,0.0151
620,0.0149
621,0.0216
622,0.0162
623,0.0159
624,0.0163
625,0.0214
626,0.0155
627,0.0137
628,0.0225
629,0.0257
630,0.0248
631,0.0183
632,0.0147
633,0.0164
634,0.0171
635,0.0171
636,0.0201
637,0.0111
638,0.0202
639,0.0206
640,0.0185
641,0.028
642,0.0195
643,0.0174
644,0.0187
645,0.0183
646,0.0137
647,0.0134
648,0.0187
649,0.0118
650,0.025
651,0.0209
652,0.0157
653,0.0188
654,0.0134
655,0.0181
656,0.0223
657,0.0148
658,0.0147
659,0.0209
660,0.0256
661,0.0236
662,0.017
663,0.0198
664,0.0198
665,0.0199
666,0.0194
667,0.0193
668,0.0164
669,0.0199
670,0.0151
671,0.0072
672,0.0129
673,0.0169
674,0.0188
675,0.0158
676,0.0203
677,0.0197
678,0.0146
679,0.0173
680,0.0189
681,0.0196
682,0.0204
683,0.0212
684,0.0212
685,0.0184
686,0.022
687,0.0156
688,0.0209
689,0.0182
690,0.0169
691,0.0146
692,0.0164
693,0.0142
694,0.0089
695,0.0245
696,0.021
697,0.0131
698,0.0228
699,0.0207
700,0.0251
701,0.0133
702,0.0161
703,0.0071
704,0.0181
705,0.0169
706,0.0141
707,0.0147
708,0.0155
709,0.0223
710,0.0155
711,0.0144
712,0.0207
713,0.0179
714,0.0248
715,0.0178
716,0.0134
717,0.0212
718,0.016
719,0.0188
720,0.0141
721,0.0124
722,0.0186
723,0.0177
724,0.0156
725,0.0157
726,0.0157
727,0.0232
728,0.0153
729,0.0151
730,0.0161
731,0.0209
732,0.018
733,0.0197
734,0.0153
735,0.0171
736,0.016
737,0.0212
738,0.0155
739,0.016
740,0.0151
741,0.0173
742,0.0201
743,0.0155
744,0.0111
745,0.0099
746,0.0121
747,0.0159
748,0.0285
749,0.015
750,0.0148
751,0.0167
752,0.0154
753,0.0145
754,0.0176
755,0.0113
756,0.0171
757,0.0151
758,0.0149
759,0.0225
760,0.0149
761,0.0218
762,0.0153
763,0.0133
764,0.011
765,0.0222
766,0.0183
767,0.0182
768,0.0148
769,0.0144
770,0.0157
771,0.0128
772,0.0228
773,0.0162
774,0.0131
775,0.0183
776,0.022
777,0.0117
778,0.0164
779,0.0124
780,0.0195
781,0.0189
782,0.0171
783,0.0246
784,0.0111
785,0.0181
786,0.025
787,0.0172
788,0.0219
789,0.0227
790,0.0189
791,0.016
792,0.0109
793,0.022
794,0.0133
795,0.0142
796,0.017
797,0.015
798,0.0205
799,0.0169
800,0.0201
801,0.0127
802,0.0217
803,0.0212
804,0.0145
805,0.0178
806,0.0174
807,0.0136
808,0.0175
809,0.0173
810,0.016
811,0.0179
812,0.0093
813,0.023
814,0.0181
815,0.022
816,0.021
817,0.0172
818,0.0135
819,0.0109
820,0.0157
821,0.0161
822,0.0157
823,0.0177
824,0.0175
825,0.0155
826,0.0204
827,0.0228
828,0.014
829,0.02
830,0.0185
831,0.0169
832,0.0207
833,0.0156
834,0.0245
835,0.0241
836,0.0146
837,0.0091
838,0.0147
839,0.017
840,0.0167
841,0.0131
842,0.0183
843,0.0194
844,0.0217
845,0.0144
846,0.0178
847,0.0106
848,0.0243
849,0.0244
850,0.0163
851,0.0194
852,0.02
853,0.0177
854,0.0166
855,0.0183
856,0.0147
857,0.018
858,0.0143
859,0.0161
860,0.0192
861,0.0165
862,0.0227
863,0.0163
864,0.0188
865,0.0146
866,0.0152
867,0.0206
868,0.0162
869,0.0151
870,0.0172
871,0.0196
872,0.0202
873,0.0195
874,0.015
875,0.0105
876,0.013
877,0.0238
878,0.0196
879,0.0176
880,0.0167
881,0.0173
882,0.0191
883,0.0164
884,0.011
885,0.0143
886,0.0115
887,0.0223
888,0.0218
889,0.0186
890,0.0165
891,0.013
892,0.0217
893,0.0149
894,0.0209
895,0.0207
896,0.0156
897,0.0156
898,0.0192
899,0.0123
900,0.0192
901,0.0133
902,0.0212
903,0.015
904,0.0152
905,0.0168
906,0.0198
907,0.0188
908,0.0162
909,0.0103
910,0.0151
911,0.014
912,0.0121
913,0.023
914,0.0174
915,0.0164
916,0.0147
917,0.0126
918,0.0126
919,0.0159
920,0.0204
921,0.0092
922,0.0202
923,0.0157
924,0.0149
925,0.0125
926,0.0203
927,0.0224
928,0.02
929,0.0172
930,0.0223
931,0.0187
932,0.0161
933,0.0152
934,0.0217
935,0.0242
936,0.0152
937,0.0117
938,0.0105
939,0.0151
940,0.0178
941,0.0191
942,0.0163
943,0.0157
944,0.0167
945,0.0168
946,0.0123
947,0.015
948,0.0184
949,0.0125
950,0.0143
951,0.0163
952,0.0152
953,0.0137
954,0.022
955,0.0216
956,0.0187
957,0.0247
958,0.0222
959,0.0204
960,0.0167
961,0.0177
962,0.02
963,0.02
964,0.0185
965,0.0187
966,0.016
967,0.0218
968,0.0168
969,0.0126
970,0.0217
971,0.0107
972,0.0176
973,0.0141
974,0.0159
975,0.0159
976,0.0297
977,0.0162
978,0.0179
979,0.0163
980,0.0103
981,0.0235
982,0.0101
983,0.0316
984,0.0229
985,0.0247
986,0.0221
987,0.0135
988,0.0153
989,0.0234
990,0.0188
991,0.0194
992,0.0155
993,0.0167
994,0.0147
995,0.0183
996,0.0127
997,0.0229
998,0.0163
999,0.0147
1000,0.016
